id,ts,service, txDur, servDur,wait,nbIter,execDur
synthLoad_unplugged_1,0,compute,0.002960681915283203,0.10108375549316406,0.0007688999176025391,1100000,0.10031533241271973
synthLoad_unplugged_1,0.00113893,compute,0.013832807540893555,0.052355289459228516,0.00020694732666015625,1100000,0.05214881896972656
synthLoad_unplugged_1,0.00204134,compute,0.011785268783569336,0.08233308792114258,0.005570888519287109,1100000,0.07676243782043457
synthLoad_unplugged_1,0.250423,compute,0.002540111541748047,0.0702059268951416,0.0006351470947265625,1100000,0.06957149505615234
synthLoad_unplugged_1,0.390496,compute,0.002199888229370117,0.0619199275970459,0.00046324729919433594,1100000,0.061457157135009766
synthLoad_unplugged_1,0.705879,compute,0.002672910690307617,0.037509918212890625,0.0005843639373779297,1100000,0.03692626953125
synthLoad_unplugged_1,0.754375,compute,0.0008487701416015625,0.029550790786743164,0.00019931793212890625,1100000,0.029352188110351562
synthLoad_unplugged_1,1.23904,compute,0.0026879310607910156,0.09168052673339844,0.0006308555603027344,1100000,0.09105086326599121
synthLoad_unplugged_1,1.24015,compute,0.0037093162536621094,0.030482769012451172,0.00018310546875,1100000,0.030300140380859375
synthLoad_unplugged_1,1.44152,compute,0.0026116371154785156,0.07245969772338867,0.0006520748138427734,1100000,0.0718080997467041
synthLoad_unplugged_1,1.71984,compute,0.0025124549865722656,0.04875373840332031,0.0006518363952636719,1100000,0.048102378845214844
synthLoad_unplugged_1,1.9358,compute,0.006038665771484375,0.04474639892578125,0.005276679992675781,1100000,0.03947043418884277
synthLoad_unplugged_1,1.93674,compute,0.0024182796478271484,0.09487342834472656,0.0006299018859863281,1100000,0.09424400329589844
synthLoad_unplugged_1,2.3956,compute,0.00655817985534668,0.0569307804107666,0.0052378177642822266,1100000,0.05169343948364258
synthLoad_unplugged_1,2.39604,compute,0.0022802352905273438,0.06313323974609375,0.0005497932434082031,1100000,0.06258392333984375
synthLoad_unplugged_1,2.79486,compute,0.002643108367919922,0.09733080863952637,0.0006024837493896484,1100000,0.09672904014587402
synthLoad_unplugged_1,2.79508,compute,0.01240682601928711,0.05352210998535156,0.0003046989440917969,1100000,0.05321812629699707
synthLoad_unplugged_1,3.03194,compute,0.0019659996032714844,0.07149505615234375,0.0004520416259765625,1100000,0.07104372978210449
synthLoad_unplugged_1,3.07025,compute,0.0006062984466552734,0.029586076736450195,0.0001766681671142578,1100000,0.02940988540649414
synthLoad_unplugged_1,3.36759,compute,0.0028274059295654297,0.03622603416442871,0.0006532669067382812,1100000,0.035573720932006836
synthLoad_unplugged_1,3.50968,compute,0.0026636123657226562,0.0656118392944336,0.0006284713745117188,1100000,0.06498384475708008
synthLoad_unplugged_1,3.62729,compute,0.0014028549194335938,0.05474400520324707,0.00028443336486816406,1100000,0.05446004867553711
synthLoad_unplugged_1,3.84437,compute,0.0059814453125,0.037407636642456055,0.00019288063049316406,1100000,0.037215232849121094
synthLoad_unplugged_1,3.8455,compute,0.002683401107788086,0.09443831443786621,0.0005896091461181641,1100000,0.09384918212890625
synthLoad_unplugged_1,3.8709,compute,0.0005214214324951172,0.024474382400512695,0.0001285076141357422,1100000,0.024346113204956055
synthLoad_unplugged_1,3.92166,compute,0.0007970333099365234,0.023798465728759766,0.00015282630920410156,1100000,0.023646116256713867
synthLoad_unplugged_1,4.19467,compute,0.002449512481689453,0.06265497207641602,0.0006508827209472656,1100000,0.06200432777404785
synthLoad_unplugged_1,4.24569,compute,0.0007886886596679688,0.028847932815551758,0.00018024444580078125,1100000,0.02866840362548828
synthLoad_unplugged_1,4.8966,compute,0.0027065277099609375,0.2539243698120117,0.000675201416015625,1100000,0.2532498836517334
synthLoad_unplugged_1,4.89743,compute,0.007355928421020508,0.09408450126647949,0.005376100540161133,1100000,0.08870863914489746
synthLoad_unplugged_1,4.89909,compute,0.011769294738769531,0.10128092765808105,0.00043129920959472656,1100000,0.10085034370422363
synthLoad_unplugged_1,4.89979,compute,0.013683795928955078,0.0601963996887207,0.00018405914306640625,1100000,0.0600128173828125
synthLoad_unplugged_1,4.89986,compute,0.007319450378417969,0.24335551261901855,0.005841493606567383,1100000,0.23751449584960938
synthLoad_unplugged_1,4.90043,compute,0.04122328758239746,0.18107032775878906,0.00032901763916015625,1100000,0.1807417869567871
synthLoad_unplugged_1,5.2153,compute,0.0026378631591796875,0.07383441925048828,0.0005841255187988281,1100000,0.07325077056884766
synthLoad_unplugged_1,5.79564,compute,0.002610921859741211,0.07231974601745605,0.00058746337890625,1100000,0.07173299789428711
synthLoad_unplugged_1,6.12951,compute,0.004625558853149414,0.06091618537902832,0.0002193450927734375,1100000,0.06069755554199219
synthLoad_unplugged_1,6.18734,compute,0.0010159015655517578,0.08924150466918945,0.0019140243530273438,1100000,0.08732795715332031
synthLoad_unplugged_1,6.19685,compute,0.0027303695678710938,0.16442322731018066,0.0005981922149658203,1100000,0.16382575035095215
synthLoad_unplugged_1,6.20037,compute,0.0008296966552734375,0.06949520111083984,0.0001881122589111328,1100000,0.06930780410766602
synthLoad_unplugged_1,6.20207,compute,0.010800600051879883,0.04233288764953613,0.0003428459167480469,1100000,0.04199028015136719
synthLoad_unplugged_1,6.34508,compute,0.0026504993438720703,0.06281208992004395,0.0006630420684814453,1100000,0.062149763107299805
synthLoad_unplugged_1,6.51559,compute,0.0024874210357666016,0.06768488883972168,0.0006301403045654297,1100000,0.06705522537231445
synthLoad_unplugged_1,6.88607,compute,0.0028989315032958984,0.25350379943847656,0.0007030963897705078,1100000,0.25280117988586426
