id,ts,service, txDur, servDur,wait,nbIter,execDur,parNum
exp_RW_LIMIT_1CORE,0,compute,0.005147457122802734,0.05959510803222656,0.000823974609375,1100000,0.05877208709716797,0
exp_RW_LIMIT_1CORE,3.00244,compute,0.0030968189239501953,0.062215566635131836,0.0006108283996582031,1100000,0.06160593032836914,0
exp_RW_LIMIT_1CORE,5.97593,compute,0.0028815269470214844,0.03585076332092285,0.0005555152893066406,1100000,0.035295724868774414,0
exp_RW_LIMIT_1CORE,8.99987,compute,0.002307891845703125,0.06048846244812012,0.0005905628204345703,1100000,0.05989885330200195,0
exp_RW_LIMIT_1CORE,11.9777,compute,0.0008301734924316406,0.03989887237548828,0.00017523765563964844,1100000,0.03972506523132324,0
exp_RW_LIMIT_1CORE,14.979,compute,0.007142782211303711,0.03467822074890137,0.00018405914306640625,1100000,0.034494876861572266,0
exp_RW_LIMIT_1CORE,18.0038,compute,0.002677440643310547,0.06398987770080566,0.0005583763122558594,1100000,0.06343221664428711,0
exp_RW_LIMIT_1CORE,20.9814,compute,0.002755403518676758,0.041368722915649414,0.00057220458984375,1100000,0.04079747200012207,0
exp_RW_LIMIT_1CORE,23.9782,compute,0.0024077892303466797,0.038575172424316406,0.0005848407745361328,1100000,0.03799128532409668,0
exp_RW_LIMIT_1CORE,27.0038,compute,0.00274658203125,0.06386184692382812,0.0005640983581542969,1100000,0.06329870223999023,0
exp_RW_LIMIT_1CORE,29.9975,compute,0.002538919448852539,0.05780792236328125,0.0005640983581542969,1100000,0.05724453926086426,0
exp_RW_LIMIT_1CORE,33.0001,compute,0.0027933120727539062,0.05977439880371094,0.0006210803985595703,1100000,0.05915403366088867,0
exp_RW_LIMIT_1CORE,36.0027,compute,0.0025131702423095703,0.06269335746765137,0.0005562305450439453,1100000,0.06213808059692383,0
exp_RW_LIMIT_1CORE,39.0001,compute,0.0025789737701416016,0.06029486656188965,0.0005843639373779297,1100000,0.05971169471740723,0
exp_RW_LIMIT_1CORE,41.9729,compute,0.0026352405548095703,0.03297090530395508,0.0005588531494140625,1100000,0.03241276741027832,0
exp_RW_LIMIT_1CORE,45.0047,compute,0.0027675628662109375,0.06465744972229004,0.0006077289581298828,1100000,0.06405067443847656,0
exp_RW_LIMIT_1CORE,48.0033,compute,0.002672910690307617,0.06310439109802246,0.0005757808685302734,1100000,0.0625298023223877,0
exp_RW_LIMIT_1CORE,50.9993,compute,0.0026502609252929688,0.05925154685974121,0.0005562305450439453,1100000,0.05869650840759277,0
exp_RW_LIMIT_1CORE,53.9735,compute,0.0025479793548583984,0.03352618217468262,0.000560760498046875,1100000,0.03296685218811035,0
exp_RW_LIMIT_1CORE,57.0079,compute,0.002682209014892578,0.06778740882873535,0.0006244182586669922,1100000,0.06716370582580566,0
exp_RW_LIMIT_1CORE,60.0016,compute,0.0023221969604492188,0.06219887733459473,0.0005929470062255859,1100000,0.06160712242126465,0
exp_RW_LIMIT_1CORE,63.0017,compute,0.0025751590728759766,0.06189393997192383,0.000568389892578125,1100000,0.06132626533508301,0
exp_RW_LIMIT_1CORE,66.0024,compute,0.002695798873901367,0.06241917610168457,0.0005586147308349609,1100000,0.061861515045166016,0
exp_RW_LIMIT_1CORE,68.9976,compute,0.0023736953735351562,0.0579679012298584,0.0005943775177001953,1100000,0.05737423896789551,0
exp_RW_LIMIT_1CORE,72.0013,compute,0.0026102066040039062,0.06125140190124512,0.0006263256072998047,1100000,0.06062602996826172,0
exp_RW_LIMIT_1CORE,74.9733,compute,0.002567768096923828,0.03328084945678711,0.0005857944488525391,1100000,0.03269600868225098,0
exp_RW_LIMIT_1CORE,77.9921,compute,0.0014903545379638672,0.05335688591003418,0.0002961158752441406,1100000,0.053061723709106445,0
exp_RW_LIMIT_1CORE,80.9591,compute,0.0008182525634765625,0.023653745651245117,0.00015425682067871094,1100000,0.02349996566772461,0
exp_RW_LIMIT_1CORE,83.9691,compute,0.0007493495941162109,0.03143191337585449,0.00018644332885742188,1100000,0.031246185302734375,0
exp_RW_LIMIT_1CORE,86.9668,compute,0.0007340908050537109,0.029209613800048828,0.00018668174743652344,1100000,0.02902364730834961,0
exp_RW_LIMIT_1CORE,89.9669,compute,0.0007574558258056641,0.029201984405517578,0.00017452239990234375,1100000,0.02902841567993164,0
exp_RW_LIMIT_1CORE,92.9979,compute,0.002620220184326172,0.058092355728149414,0.0006334781646728516,1100000,0.05745983123779297,0
exp_RW_LIMIT_1CORE,95.9669,compute,0.0009717941284179688,0.029141664505004883,0.0001697540283203125,1100000,0.02897334098815918,0
exp_RW_LIMIT_1CORE,98.9674,compute,0.0006222724914550781,0.029919862747192383,0.00017023086547851562,1100000,0.029750347137451172,0
exp_RW_LIMIT_1CORE,101.999,compute,0.0028073787689208984,0.05891680717468262,0.0006062984466552734,1100000,0.05831122398376465,0
exp_RW_LIMIT_1CORE,104.998,compute,0.0027289390563964844,0.05800771713256836,0.0006279945373535156,1100000,0.05738067626953125,0
exp_RW_LIMIT_1CORE,107.961,compute,0.0006647109985351562,0.02391648292541504,0.0001575946807861328,1100000,0.023760080337524414,0
exp_RW_LIMIT_1CORE,110.961,compute,0.0007011890411376953,0.023182153701782227,0.0001590251922607422,1100000,0.023024559020996094,0
exp_RW_LIMIT_1CORE,113.967,compute,0.0007371902465820312,0.029590606689453125,0.00016927719116210938,1100000,0.029422283172607422,0
exp_RW_LIMIT_1CORE,116.961,compute,0.0006809234619140625,0.023622512817382812,0.0001552104949951172,1100000,0.023468017578125,0
exp_RW_LIMIT_1CORE,119.961,compute,0.0006372928619384766,0.023807287216186523,0.00015854835510253906,1100000,0.02364945411682129,0
exp_RW_LIMIT_1CORE,122.965,compute,0.0006561279296875,0.028006553649902344,0.00016045570373535156,1100000,0.027846813201904297,0
exp_RW_LIMIT_1CORE,125.961,compute,0.0006911754608154297,0.023590087890625,0.00015735626220703125,1100000,0.023433208465576172,0
exp_RW_LIMIT_1CORE,128.962,compute,0.0007233619689941406,0.024013519287109375,0.0001647472381591797,1100000,0.0238497257232666,0
