id,ts,service, txDur, servDur,wait,nbIter,execDur
exp1,0,compute,0.0029985904693603516,0.06258821487426758,0.0008118152618408203,1100000,0.061777353286743164
exp1,2.97671,compute,0.003160715103149414,0.03658556938171387,0.0006411075592041016,1100000,0.03594517707824707
exp1,5.98104,compute,0.0029516220092773438,0.0410764217376709,0.0005865097045898438,1100000,0.04049038887023926
exp1,8.97466,compute,0.0007648468017578125,0.037941694259643555,0.00017189979553222656,1100000,0.03777027130126953
exp1,11.9782,compute,0.0024411678314208984,0.03953218460083008,0.0005769729614257812,1100000,0.0389559268951416
exp1,14.9761,compute,0.0030236244201660156,0.036099910736083984,0.0007188320159912109,1100000,0.03538203239440918
exp1,17.9765,compute,0.002563953399658203,0.036917686462402344,0.0006132125854492188,1100000,0.03630542755126953
exp1,20.9808,compute,0.0029604434967041016,0.04069781303405762,0.0006902217864990234,1100000,0.0400087833404541
exp1,24.0064,compute,0.002485036849975586,0.06709885597229004,0.0006110668182373047,1100000,0.06648826599121094
exp1,26.9808,compute,0.002468585968017578,0.04100680351257324,0.0005726814270019531,1100000,0.040435075759887695
exp1,29.9758,compute,0.0031576156616210938,0.035721778869628906,0.0005927085876464844,1100000,0.03513002395629883
exp1,32.9761,compute,0.002588510513305664,0.03652167320251465,0.0006253719329833984,1100000,0.035897016525268555
exp1,35.999,compute,0.0025577545166015625,0.062413692474365234,0.0006959438323974609,1100000,0.06171822547912598
exp1,39.0007,compute,0.0026695728302001953,0.06405282020568848,0.0006868839263916016,1100000,0.06336641311645508
exp1,42.0035,compute,0.002561807632446289,0.06394505500793457,0.0006432533264160156,1100000,0.06330227851867676
exp1,44.985,compute,0.002735614776611328,0.04509592056274414,0.0006773471832275391,1100000,0.04441952705383301
exp1,47.9701,compute,0.0008537769317626953,0.03320765495300293,0.00018548965454101562,1100000,0.03302311897277832
exp1,51.0046,compute,0.0025959014892578125,0.06563472747802734,0.0005981922149658203,1100000,0.06503725051879883
exp1,54.0055,compute,0.0026772022247314453,0.06641650199890137,0.0005917549133300781,1100000,0.0658254623413086
exp1,57.0107,compute,0.002621889114379883,0.07169413566589355,0.0006422996520996094,1100000,0.07105255126953125
exp1,60.0018,compute,0.0029418468475341797,0.06396055221557617,0.0006475448608398438,1100000,0.06331396102905273
exp1,63.0046,compute,0.0026679039001464844,0.06483244895935059,0.000640869140625,1100000,0.06419229507446289
exp1,65.975,compute,0.0024924278259277344,0.03553462028503418,0.0006151199340820312,1100000,0.03492021560668945
exp1,69.0018,compute,0.0024576187133789062,0.06237316131591797,0.0006074905395507812,1100000,0.06176614761352539
exp1,71.974,compute,0.0025038719177246094,0.03455781936645508,0.0006401538848876953,1100000,0.03391838073730469
exp1,74.9773,compute,0.0026552677154541016,0.03820157051086426,0.0006012916564941406,1100000,0.03760099411010742
exp1,78.0051,compute,0.002583742141723633,0.06535673141479492,0.0006439685821533203,1100000,0.0647132396697998
exp1,80.982,compute,0.003000974655151367,0.041916608810424805,0.0005588531494140625,1100000,0.041358232498168945
exp1,84.0051,compute,0.002569437026977539,0.06749343872070312,0.0006096363067626953,1100000,0.06688427925109863
exp1,87.0009,compute,0.0024445056915283203,0.06156730651855469,0.0006241798400878906,1100000,0.0609438419342041
exp1,89.9679,compute,0.0008399486541748047,0.03037428855895996,0.00019407272338867188,1100000,0.030181169509887695
exp1,92.9804,compute,0.0025026798248291016,0.04094719886779785,0.0006482601165771484,1100000,0.04029965400695801
exp1,95.9781,compute,0.003083944320678711,0.03796744346618652,0.0005450248718261719,1100000,0.037422895431518555
exp1,98.974,compute,0.0026292800903320312,0.034209489822387695,0.0006542205810546875,1100000,0.033556222915649414
exp1,101.967,compute,0.0009109973907470703,0.029020309448242188,0.0001983642578125,1100000,0.02882242202758789
exp1,105.002,compute,0.0018393993377685547,0.06289982795715332,0.00037407875061035156,1100000,0.06252622604370117
exp1,107.971,compute,0.0011823177337646484,0.033181190490722656,0.00029158592224121094,1100000,0.03289031982421875
exp1,111.004,compute,0.002126932144165039,0.06514644622802734,0.0005514621734619141,1100000,0.06459546089172363
exp1,114.008,compute,0.002580881118774414,0.06873583793640137,0.0006573200225830078,1100000,0.06807923316955566
exp1,116.974,compute,0.0014603137969970703,0.03664278984069824,0.0003986358642578125,1100000,0.036245107650756836
exp1,119.973,compute,0.0018472671508789062,0.0342864990234375,0.0003387928009033203,1100000,0.03394818305969238
exp1,122.976,compute,0.001169443130493164,0.03767991065979004,0.00027823448181152344,1100000,0.03740215301513672
exp1,125.969,compute,0.0010712146759033203,0.03215599060058594,0.00025725364685058594,1100000,0.03189969062805176
exp1,129.014,compute,0.0029325485229492188,0.07382965087890625,0.0006234645843505859,1100000,0.07320666313171387
exp1,131.974,compute,0.003330230712890625,0.03414440155029297,0.0005927085876464844,1100000,0.03355240821838379
exp1,135.002,compute,0.0024406909942626953,0.06432485580444336,0.0006086826324462891,1100000,0.06371688842773438
exp1,137.98,compute,0.0029973983764648438,0.04022383689880371,0.0007336139678955078,1100000,0.03949093818664551
exp1,140.977,compute,0.0030536651611328125,0.036631107330322266,0.0007562637329101562,1100000,0.035875558853149414
exp1,144.005,compute,0.0029888153076171875,0.0656595230102539,0.0005826950073242188,1100000,0.06507754325866699
exp1,146.98,compute,0.0030672550201416016,0.04051947593688965,0.0007224082946777344,1100000,0.03979778289794922
exp1,149.967,compute,0.0008299350738525391,0.02967357635498047,0.00019240379333496094,1100000,0.02948141098022461
exp1,153.011,compute,0.0029125213623046875,0.07042574882507324,0.0007605552673339844,1100000,0.06966567039489746
