ts,qArr,instArr,startEx,endEx,flops
23.506000,23.469000,23.469000,23.469000,23.506000,32000000.000000
23.562500,23.496000,23.496000,23.496000,23.562500,32000000.000000
23.594500,23.517000,23.517000,23.517000,23.594500,32000000.000000
23.597000,23.522000,23.522000,23.522000,23.597000,32000000.000000
23.674000,23.640000,23.640000,23.640000,23.674000,32000000.000000
23.716000,23.670000,23.670000,23.670000,23.716000,32000000.000000
23.736000,23.692000,23.692000,23.692000,23.736000,32000000.000000
23.826000,23.794000,23.794000,23.794000,23.826000,32000000.000000
23.930000,23.897000,23.897000,23.897000,23.930000,32000000.000000
23.982000,23.928000,23.928000,23.928000,23.982000,32000000.000000
23.993000,23.940000,23.940000,23.940000,23.993000,32000000.000000
24.220000,24.180000,24.180000,24.180000,24.220000,32000000.000000
24.254000,24.204000,24.204000,24.204000,24.254000,32000000.000000
24.276000,24.234000,24.234000,24.234000,24.276000,32000000.000000
24.352000,24.318000,24.318000,24.318000,24.352000,32000000.000000
24.382000,24.348000,24.348000,24.348000,24.382000,32000000.000000
24.602000,24.570000,24.570000,24.570000,24.602000,32000000.000000
24.652000,24.620000,24.620000,24.620000,24.652000,32000000.000000
24.809167,24.713000,24.713000,24.713000,24.809167,32000000.000000
24.845167,24.722000,24.722000,24.722000,24.845167,32000000.000000
24.848167,24.724000,24.724000,24.724000,24.848167,32000000.000000
24.861500,24.744000,24.744000,24.744000,24.861500,32000000.000000
24.873000,24.790000,24.790000,24.790000,24.873000,32000000.000000
24.921000,24.889000,24.889000,24.889000,24.921000,32000000.000000
25.000000,24.968000,24.968000,24.968000,25.000000,32000000.000000
25.261000,25.229000,25.229000,25.229000,25.261000,32000000.000000
25.416667,25.354000,25.354000,25.354000,25.416667,32000000.000000
25.479889,25.370000,25.370000,25.370000,25.479889,32000000.000000
25.488889,25.376000,25.376000,25.376000,25.488889,32000000.000000
25.511556,25.410000,25.410000,25.410000,25.511556,32000000.000000
25.514000,25.419000,25.419000,25.419000,25.514000,32000000.000000
25.648000,25.602000,25.602000,25.602000,25.648000,32000000.000000
25.676500,25.620000,25.620000,25.620000,25.676500,32000000.000000
25.724500,25.658000,25.658000,25.658000,25.724500,32000000.000000
25.730000,25.669000,25.669000,25.669000,25.730000,32000000.000000
