id,ts,service, txDur, servDur,wait,nbIter,execDur,parExec
exp_1CORE_CAL_NEW,0,compute,0.0010831356048583984,0.0229189395904541,0.00018262863159179688,1100000,0.019225358963012695,0
exp_1CORE_CAL_NEW,3.00916,compute,0.0011687278747558594,0.030796527862548828,0.00019979476928710938,1100000,0.025758981704711914,0
exp_1CORE_CAL_NEW,6.03634,compute,0.0039980411529541016,0.05480027198791504,0.0004773139953613281,1100000,0.049524545669555664,0
exp_1CORE_CAL_NEW,9.0083,compute,0.0009262561798095703,0.030207395553588867,0.0001862049102783203,1100000,0.026154041290283203,0
exp_1CORE_CAL_NEW,12.0056,compute,0.0007178783416748047,0.027658462524414062,0.00015783309936523438,1100000,0.02370595932006836,0
exp_1CORE_CAL_NEW,15.0145,compute,0.003247499465942383,0.033621788024902344,0.0007252693176269531,1100000,0.028383255004882812,0
exp_1CORE_CAL_NEW,18.0169,compute,0.003075122833251953,0.036307334899902344,0.0006561279296875,1100000,0.03043079376220703,0
exp_1CORE_CAL_NEW,21.0105,compute,0.0008521080017089844,0.03244209289550781,0.0002033710479736328,1100000,0.028475046157836914,0
exp_1CORE_CAL_NEW,24.0108,compute,0.0007848739624023438,0.03281879425048828,0.00016736984252929688,1100000,0.027805805206298828,0
exp_1CORE_CAL_NEW,27.017,compute,0.00299835205078125,0.0362401008605957,0.0006494522094726562,1100000,0.030052900314331055,0
exp_1CORE_CAL_NEW,30.0021,compute,0.0007140636444091797,0.023531198501586914,0.00014162063598632812,1100000,0.01950383186340332,0
exp_1CORE_CAL_NEW,33.0148,compute,0.0027790069580078125,0.03375053405761719,0.0005898475646972656,1100000,0.027863502502441406,0
exp_1CORE_CAL_NEW,36.0013,compute,0.0007727146148681641,0.02326202392578125,0.00015687942504882812,1100000,0.019237518310546875,0
exp_1CORE_CAL_NEW,39.0141,compute,0.002308368682861328,0.03424715995788574,0.0005629062652587891,1100000,0.028181076049804688,0
exp_1CORE_CAL_NEW,42.0157,compute,0.002521514892578125,0.0347447395324707,0.0005841255187988281,1100000,0.028990983963012695,0
exp_1CORE_CAL_NEW,45.0056,compute,0.0007567405700683594,0.026927709579467773,0.0001404285430908203,1100000,0.022774457931518555,0
exp_1CORE_CAL_NEW,48.0436,compute,0.0029549598693847656,0.06224703788757324,0.0005657672882080078,1100000,0.05595850944519043,0
exp_1CORE_CAL_NEW,51.0011,compute,0.0007126331329345703,0.023191452026367188,0.00015807151794433594,1100000,0.01912546157836914,0
exp_1CORE_CAL_NEW,54.0022,compute,0.0006823539733886719,0.024262666702270508,0.00015211105346679688,1100000,0.01992964744567871,0
exp_1CORE_CAL_NEW,57.0187,compute,0.0024230480194091797,0.03869318962097168,0.0005660057067871094,1100000,0.032512664794921875,0
exp_1CORE_CAL_NEW,60.0132,compute,0.0031633377075195312,0.03455519676208496,0.0005719661712646484,1100000,0.028829097747802734,0
exp_1CORE_CAL_NEW,63.0422,compute,0.0026140213012695312,0.06109976768493652,0.0006120204925537109,1100000,0.05531501770019531,0
exp_1CORE_CAL_NEW,66.0013,compute,0.0006868839263916016,0.023453712463378906,0.0001404285430908203,1100000,0.019194841384887695,0
exp_1CORE_CAL_NEW,69.0145,compute,0.0025436878204345703,0.034275054931640625,0.0005421638488769531,1100000,0.029284954071044922,0
exp_1CORE_CAL_NEW,72.0015,compute,0.0006947517395019531,0.023581504821777344,0.0001537799835205078,1100000,0.01917409896850586,0
exp_1CORE_CAL_NEW,75.0173,compute,0.0028600692749023438,0.03589344024658203,0.0006313323974609375,1100000,0.030559301376342773,0
exp_1CORE_CAL_NEW,78.019,compute,0.003069162368774414,0.03750491142272949,0.0006451606750488281,1100000,0.031568050384521484,0
exp_1CORE_CAL_NEW,81.0176,compute,0.0029778480529785156,0.036284685134887695,0.00064849853515625,1100000,0.030646800994873047,0
exp_1CORE_CAL_NEW,84.014,compute,0.0023648738861083984,0.03347945213317871,0.0005564689636230469,1100000,0.028553009033203125,0
exp_1CORE_CAL_NEW,87.0135,compute,0.0026721954345703125,0.03317856788635254,0.0005371570587158203,1100000,0.0282437801361084,0
exp_1CORE_CAL_NEW,90.0163,compute,0.003039836883544922,0.03558230400085449,0.0006601810455322266,1100000,0.03000807762145996,0
exp_1CORE_CAL_NEW,93.019,compute,0.0024671554565429688,0.03811931610107422,0.0005829334259033203,1100000,0.02922344207763672,0
exp_1CORE_CAL_NEW,96.016,compute,0.002640962600708008,0.03512883186340332,0.000579833984375,1100000,0.02926182746887207,0
exp_1CORE_CAL_NEW,99.021,compute,0.002332925796508789,0.04044342041015625,0.0005931854248046875,1100000,0.030248403549194336,0
exp_1CORE_CAL_NEW,102.016,compute,0.0029535293579101562,0.03450489044189453,0.0006279945373535156,1100000,0.029306888580322266,0
