id,ts,service, txDur, servDur,wait,nbIter,execDur,parExec
exp_1CORE_CAL,0,compute,0.0028269290924072266,0.08488631248474121,0.0008518695831298828,3300000,0.08028030395507812,0
exp_1CORE_CAL,2.99654,compute,0.0012693405151367188,0.0800471305847168,0.0002384185791015625,3300000,0.07548713684082031,0
exp_1CORE_CAL,5.99628,compute,0.003744363784790039,0.07726287841796875,0.0007061958312988281,3300000,0.0726618766784668,0
exp_1CORE_CAL,9.02858,compute,0.0028655529022216797,0.11046290397644043,0.0007240772247314453,3300000,0.10598325729370117,0
exp_1CORE_CAL,12.0073,compute,0.0027348995208740234,0.08940362930297852,0.0006079673767089844,3300000,0.08460593223571777,0
exp_1CORE_CAL,15.0158,compute,0.0028417110443115234,0.09772348403930664,0.0007240772247314453,3300000,0.09297370910644531,0
exp_1CORE_CAL,18.0038,compute,0.0015277862548828125,0.0881659984588623,0.00027251243591308594,3300000,0.08264541625976562,0
exp_1CORE_CAL,19.5292,compute,0.002947092056274414,0.1076812744140625,0.0006196498870849609,3300000,0.10339689254760742,0
exp_1CORE_CAL,22.5073,compute,0.002708911895751953,0.0843656063079834,0.0004863739013671875,3300000,0.08005833625793457,0
exp_1CORE_CAL,25.4829,compute,0.0007603168487548828,0.06223654747009277,0.0001480579376220703,3300000,0.057973384857177734,0
exp_1CORE_CAL,28.4818,compute,0.0006535053253173828,0.06121468544006348,0.00013947486877441406,3300000,0.05751633644104004,0
exp_1CORE_CAL,31.4958,compute,0.0007016658782958984,0.07518601417541504,0.00015497207641601562,3300000,0.07071280479431152,0
exp_1CORE_CAL,34.5041,compute,0.0026531219482421875,0.08113360404968262,0.0005395412445068359,3300000,0.07679486274719238,0
exp_1CORE_CAL,37.4917,compute,0.0008153915405273438,0.0709230899810791,0.0001595020294189453,3300000,0.06664729118347168,0
exp_1CORE_CAL,40.5043,compute,0.0025010108947753906,0.08144044876098633,0.0005552768707275391,3300000,0.07679319381713867,0
exp_1CORE_CAL,43.4935,compute,0.0006966590881347656,0.07286500930786133,0.0001289844512939453,3300000,0.06882810592651367,0
exp_1CORE_CAL,46.4979,compute,0.000720977783203125,0.07717728614807129,0.00016379356384277344,3300000,0.07240462303161621,0
exp_1CORE_CAL,49.5234,compute,0.001979827880859375,0.10119986534118652,0.0003306865692138672,3300000,0.09618186950683594,0
exp_1CORE_CAL,52.4969,compute,0.0006499290466308594,0.07630252838134766,0.00014495849609375,3300000,0.07174968719482422,0
exp_1CORE_CAL,55.5034,compute,0.0006849765777587891,0.08268046379089355,0.0001595020294189453,3300000,0.07861757278442383,0
exp_1CORE_CAL,58.4896,compute,0.0007109642028808594,0.06897878646850586,0.0001704692840576172,3300000,0.06496644020080566,0
exp_1CORE_CAL,61.5002,compute,0.0010235309600830078,0.07902073860168457,0.00017213821411132812,3300000,0.07456207275390625,0
exp_1CORE_CAL,64.5041,compute,0.00269317626953125,0.08105230331420898,0.0005395412445068359,3300000,0.07671904563903809,0
exp_1CORE_CAL,67.4817,compute,0.0007221698760986328,0.06103825569152832,0.00014066696166992188,3300000,0.057311058044433594,0
