id,ts,service, txDur, servDur,wait,nbIter
exp1,0,compute,0.00247955322265625,0.05966472625732422,0.0007236003875732422,1100000
exp1,2.99721,compute,0.002361297607421875,0.055959224700927734,0.0005466938018798828,1100000
exp1,5.99786,compute,0.002142190933227539,0.056821584701538086,0.0004851818084716797,1100000
exp1,9.00548,compute,0.0024106502532958984,0.0634450912475586,0.0004918575286865234,1100000
exp1,11.9794,compute,0.002018451690673828,0.03753042221069336,0.00045943260192871094,1100000
exp1,14.9986,compute,0.0021104812622070312,0.0576319694519043,0.0005197525024414062,1100000
exp1,17.9795,compute,0.002139568328857422,0.0372920036315918,0.0005028247833251953,1100000
exp1,21.0047,compute,0.002057313919067383,0.06276249885559082,0.0005090236663818359,1100000
exp1,23.9825,compute,0.002085447311401367,0.04152822494506836,0.0005042552947998047,1100000
exp1,26.9743,compute,0.001882791519165039,0.03241372108459473,0.00044798851013183594,1100000
exp1,29.9745,compute,0.0019969940185546875,0.032810211181640625,0.0005276203155517578,1100000
exp1,32.9789,compute,0.002152681350708008,0.037026166915893555,0.0005550384521484375,1100000
exp1,35.9952,compute,0.002148866653442383,0.05420422554016113,0.0005178451538085938,1100000
exp1,38.9756,compute,0.002121448516845703,0.03476071357727051,0.0004684925079345703,1100000
exp1,41.9783,compute,0.001993417739868164,0.036366939544677734,0.0004897117614746094,1100000
exp1,44.98,compute,0.002012014389038086,0.03811454772949219,0.0005185604095458984,1100000
exp1,47.9751,compute,0.0019741058349609375,0.03343558311462402,0.0005106925964355469,1100000
exp1,50.9764,compute,0.002073526382446289,0.03545856475830078,0.0005025863647460938,1100000
exp1,53.9745,compute,0.0022051334381103516,0.03258252143859863,0.0005285739898681641,1100000
exp1,56.9861,compute,0.0019097328186035156,0.04413890838623047,0.0004482269287109375,1100000
exp1,59.9983,compute,0.0020318031311035156,0.057332754135131836,0.00047850608825683594,1100000
exp1,62.9795,compute,0.00232696533203125,0.03729391098022461,0.0005340576171875,1100000
exp1,65.9745,compute,0.0022499561309814453,0.03336143493652344,0.0005159378051757812,1100000
exp1,68.973,compute,0.0021903514862060547,0.030901193618774414,0.0005404949188232422,1100000
exp1,71.9756,compute,0.001999378204345703,0.033594608306884766,0.000499725341796875,1100000
exp1,74.9765,compute,0.0019063949584960938,0.03564167022705078,0.0004684925079345703,1100000
exp1,77.9986,compute,0.0019328594207763672,0.05662035942077637,0.00040912628173828125,1100000
exp1,80.9751,compute,0.0018362998962402344,0.033307552337646484,0.00045299530029296875,1100000
exp1,83.977,compute,0.0017213821411132812,0.036516427993774414,0.00040149688720703125,1100000
exp1,86.9732,compute,0.0017206668853759766,0.03247880935668945,0.00046324729919433594,1100000
exp1,89.9743,compute,0.0023469924926757812,0.03326678276062012,0.0005340576171875,1100000
exp1,93.0013,compute,0.002070188522338867,0.06029367446899414,0.0005061626434326172,1100000
exp1,95.9626,compute,0.0007054805755615234,0.02324080467224121,0.0001773834228515625,1100000
exp1,98.9762,compute,0.00671839714050293,0.029796600341796875,0.00018477439880371094,1100000
exp1,101.975,compute,0.002168893814086914,0.03275251388549805,0.0005133152008056641,1100000
exp1,104.975,compute,0.0020275115966796875,0.03330206871032715,0.00045561790466308594,1100000
exp1,107.973,compute,0.0011861324310302734,0.03322625160217285,0.00028204917907714844,1100000
exp1,110.974,compute,0.0019016265869140625,0.03315138816833496,0.0004696846008300781,1100000
exp1,113.977,compute,0.0016543865203857422,0.0357356071472168,0.00040984153747558594,1100000
exp1,116.978,compute,0.0014181137084960938,0.03753995895385742,0.0002484321594238281,1100000
exp1,119.972,compute,0.0011661052703857422,0.03203415870666504,0.0002818107604980469,1100000
exp1,122.978,compute,0.0011706352233886719,0.0370335578918457,0.00027251243591308594,1100000
exp1,125.972,compute,0.0011966228485107422,0.031185626983642578,0.00026726722717285156,1100000
exp1,128.973,compute,0.00119781494140625,0.03154706954956055,0.000274658203125,1100000
exp1,131.972,compute,0.0011112689971923828,0.030640125274658203,0.00024199485778808594,1100000
exp1,134.972,compute,0.001157522201538086,0.031197071075439453,0.0002620220184326172,1100000
exp1,137.977,compute,0.0009527206420898438,0.03612351417541504,0.00025534629821777344,1100000
exp1,140.972,compute,0.0021276473999023438,0.03074502944946289,0.00018835067749023438,1100000
exp1,143.975,compute,0.0022253990173339844,0.03390812873840332,0.0005850791931152344,1100000
exp1,147,compute,0.0020432472229003906,0.05955028533935547,0.0004837512969970703,1100000
exp1,149.974,compute,0.0020525455474853516,0.03343844413757324,0.0004787445068359375,1100000
exp1,152.988,compute,0.0022230148315429688,0.04602670669555664,0.0005409717559814453,1100000
exp1,155.986,compute,0.0022020339965820312,0.04332780838012695,0.0004954338073730469,1100000
exp1,158.974,compute,0.002082347869873047,0.033530235290527344,0.0004749298095703125,1100000
exp1,161.976,compute,0.002225160598754883,0.033583641052246094,0.0005359649658203125,1100000
exp1,164.978,compute,0.0019218921661376953,0.03742504119873047,0.0004429817199707031,1100000
exp1,167.973,compute,0.001978635787963867,0.03086400032043457,0.0005376338958740234,1100000
exp1,170.975,compute,0.0019974708557128906,0.03339409828186035,0.0005054473876953125,1100000
exp1,173.977,compute,0.0022928714752197266,0.034924983978271484,0.0005943775177001953,1100000
exp1,176.974,compute,0.0020394325256347656,0.03283405303955078,0.0004954338073730469,1100000
exp1,179.976,compute,0.002245664596557617,0.03359794616699219,0.0005733966827392578,1100000
exp1,182.984,compute,0.0021522045135498047,0.04229426383972168,0.00046563148498535156,1100000
exp1,185.976,compute,0.002193450927734375,0.03339195251464844,0.0005388259887695312,1100000
exp1,188.981,compute,0.002207517623901367,0.03858757019042969,0.0005059242248535156,1100000
exp1,191.976,compute,0.002035856246948242,0.03406929969787598,0.0005002021789550781,1100000
exp1,195,compute,0.002038240432739258,0.05744504928588867,0.0005154609680175781,1100000
exp1,197.982,compute,0.0022618770599365234,0.039498090744018555,0.0004978179931640625,1100000
exp1,200.975,compute,0.0019385814666748047,0.0330042839050293,0.0004413127899169922,1100000
exp1,203.998,compute,0.002096414566040039,0.05898785591125488,0.0005147457122802734,1100000
exp1,206.976,compute,0.0027618408203125,0.033288002014160156,0.0005140304565429688,1100000
exp1,209.998,compute,0.0020971298217773438,0.05612540245056152,0.0005309581756591797,1100000
exp1,213.004,compute,0.0021326541900634766,0.06202077865600586,0.0005235671997070312,1100000
exp1,215.978,compute,0.0019228458404541016,0.03676724433898926,0.00047707557678222656,1100000
exp1,219.005,compute,0.0025136470794677734,0.06225776672363281,0.0005681514739990234,1100000
exp1,222,compute,0.0022788047790527344,0.05735635757446289,0.0005576610565185547,1100000
exp1,224.978,compute,0.002213001251220703,0.036904335021972656,0.0005333423614501953,1100000
exp1,227.981,compute,0.002092599868774414,0.03862190246582031,0.00048661231994628906,1100000
exp1,230.978,compute,0.0020325183868408203,0.03637385368347168,0.0005245208740234375,1100000
exp1,233.975,compute,0.002226114273071289,0.03233981132507324,0.0004718303680419922,1100000
exp1,236.975,compute,0.002277374267578125,0.03292703628540039,0.0005350112915039062,1100000
exp1,239.981,compute,0.0022134780883789062,0.03893160820007324,0.00052642822265625,1100000
exp1,242.976,compute,0.002118349075317383,0.03432345390319824,0.0005083084106445312,1100000
exp1,245.987,compute,0.0021114349365234375,0.04490470886230469,0.0005357265472412109,1100000
exp1,248.975,compute,0.0021576881408691406,0.033667802810668945,0.0005803108215332031,1100000
exp1,251.975,compute,0.002227306365966797,0.033391475677490234,0.0004978179931640625,1100000
exp1,254.984,compute,0.0020012855529785156,0.04436349868774414,0.0004849433898925781,1100000
exp1,257.975,compute,0.002529621124267578,0.034224748611450195,0.0004889965057373047,1100000
exp1,260.975,compute,0.002187013626098633,0.03329133987426758,0.0004620552062988281,1100000
exp1,263.978,compute,0.0021009445190429688,0.03572583198547363,0.00044608116149902344,1100000
exp1,266.979,compute,0.0020987987518310547,0.036440134048461914,0.0005152225494384766,1100000
