ts,qArr,instArr,startEx,endEx,flops
0.486000,0.462000,0.462000,0.462000,0.486000,24000000.000000
0.513000,0.489000,0.489000,0.489000,0.513000,24000000.000000
0.755000,0.731000,0.731000,0.731000,0.755000,24000000.000000
0.904000,0.880000,0.880000,0.880000,0.904000,24000000.000000
1.243000,1.219000,1.219000,1.219000,1.243000,24000000.000000
1.302000,1.278000,1.278000,1.278000,1.302000,24000000.000000
1.722000,1.698000,1.698000,1.698000,1.722000,24000000.000000
1.784000,1.760000,1.760000,1.760000,1.784000,24000000.000000
1.944000,1.920000,1.920000,1.920000,1.944000,24000000.000000
2.246000,2.222000,2.222000,2.222000,2.246000,24000000.000000
2.417000,2.393000,2.393000,2.393000,2.417000,24000000.000000
2.463000,2.439000,2.439000,2.439000,2.463000,24000000.000000
2.930000,2.884000,2.884000,2.884000,2.930000,24000000.000000
2.932000,2.886000,2.886000,2.886000,2.932000,24000000.000000
3.272000,3.248000,3.248000,3.248000,3.272000,24000000.000000
3.307000,3.283000,3.283000,3.283000,3.307000,24000000.000000
3.536000,3.512000,3.512000,3.512000,3.536000,24000000.000000
3.618000,3.594000,3.594000,3.594000,3.618000,24000000.000000
3.906000,3.882000,3.882000,3.882000,3.906000,24000000.000000
4.019000,3.995000,3.995000,3.995000,4.019000,24000000.000000
4.149000,4.125000,4.125000,4.125000,4.149000,24000000.000000
4.326000,4.302000,4.302000,4.302000,4.326000,24000000.000000
4.379000,4.355000,4.355000,4.355000,4.379000,24000000.000000
4.424000,4.400000,4.400000,4.400000,4.424000,24000000.000000
4.475000,4.451000,4.451000,4.451000,4.475000,24000000.000000
4.707000,4.683000,4.683000,4.683000,4.707000,24000000.000000
4.794000,4.770000,4.770000,4.770000,4.794000,24000000.000000
5.231000,5.193000,5.193000,5.193000,5.231000,24000000.000000
5.250000,5.203000,5.203000,5.203000,5.250000,24000000.000000
5.265000,5.232000,5.232000,5.232000,5.265000,24000000.000000
5.378000,5.340000,5.340000,5.340000,5.378000,24000000.000000
5.396000,5.350000,5.350000,5.350000,5.396000,24000000.000000
5.412000,5.380000,5.380000,5.380000,5.412000,24000000.000000
5.716000,5.692000,5.692000,5.692000,5.716000,24000000.000000
6.298000,6.274000,6.274000,6.274000,6.298000,24000000.000000
6.607000,6.583000,6.583000,6.583000,6.607000,24000000.000000
6.642000,6.618000,6.618000,6.618000,6.642000,24000000.000000
6.675000,6.651000,6.651000,6.651000,6.675000,24000000.000000
6.713000,6.684000,6.684000,6.684000,6.713000,24000000.000000
6.732000,6.703000,6.703000,6.703000,6.732000,24000000.000000
6.857000,6.833000,6.833000,6.833000,6.857000,24000000.000000
7.023000,6.999000,6.999000,6.999000,7.023000,24000000.000000
7.230000,7.183000,7.183000,7.183000,7.230000,24000000.000000
7.231000,7.184000,7.184000,7.184000,7.231000,24000000.000000
7.304000,7.280000,7.280000,7.280000,7.304000,24000000.000000
7.507000,7.476000,7.476000,7.476000,7.507000,24000000.000000
7.524000,7.493000,7.493000,7.493000,7.524000,24000000.000000
7.585000,7.561000,7.561000,7.561000,7.585000,24000000.000000
7.862000,7.836000,7.836000,7.836000,7.862000,24000000.000000
7.884000,7.858000,7.858000,7.858000,7.884000,24000000.000000
7.944000,7.920000,7.920000,7.920000,7.944000,24000000.000000
8.183000,8.159000,8.159000,8.159000,8.183000,24000000.000000
8.320000,8.296000,8.296000,8.296000,8.320000,24000000.000000
8.624000,8.574000,8.574000,8.574000,8.624000,24000000.000000
8.636000,8.580000,8.580000,8.580000,8.636000,24000000.000000
8.649000,8.600000,8.600000,8.600000,8.649000,24000000.000000
8.670000,8.643000,8.643000,8.643000,8.670000,24000000.000000
8.800000,8.776000,8.776000,8.776000,8.800000,24000000.000000
8.824000,8.800000,8.800000,8.800000,8.824000,24000000.000000
8.915000,8.877000,8.877000,8.877000,8.915000,24000000.000000
8.925000,8.887000,8.887000,8.887000,8.925000,24000000.000000
8.968000,8.944000,8.944000,8.944000,8.968000,24000000.000000
9.174000,9.150000,9.150000,9.150000,9.174000,24000000.000000
9.214000,9.190000,9.190000,9.190000,9.214000,24000000.000000
9.306000,9.282000,9.282000,9.282000,9.306000,24000000.000000
9.357000,9.333000,9.333000,9.333000,9.357000,24000000.000000
9.618000,9.594000,9.594000,9.594000,9.618000,24000000.000000
9.714000,9.690000,9.690000,9.690000,9.714000,24000000.000000
9.815000,9.770000,9.770000,9.770000,9.815000,24000000.000000
9.818000,9.773000,9.773000,9.773000,9.818000,24000000.000000
9.874000,9.830000,9.830000,9.830000,9.874000,24000000.000000
9.878000,9.834000,9.834000,9.834000,9.878000,24000000.000000
10.002000,9.971000,9.971000,9.971000,10.002000,24000000.000000
10.019000,9.988000,9.988000,9.988000,10.019000,24000000.000000
10.155000,10.112000,10.112000,10.112000,10.155000,24000000.000000
10.174000,10.120000,10.120000,10.120000,10.174000,24000000.000000
10.200000,10.146000,10.146000,10.146000,10.200000,24000000.000000
10.208000,10.165000,10.165000,10.165000,10.208000,24000000.000000
10.308000,10.270000,10.270000,10.270000,10.308000,24000000.000000
10.318000,10.280000,10.280000,10.280000,10.318000,24000000.000000
10.385000,10.361000,10.361000,10.361000,10.385000,24000000.000000
10.644000,10.620000,10.620000,10.620000,10.644000,24000000.000000
10.787000,10.763000,10.763000,10.763000,10.787000,24000000.000000
10.862000,10.807000,10.807000,10.807000,10.862000,24000000.000000
10.868000,10.810000,10.810000,10.810000,10.868000,24000000.000000
10.879000,10.832000,10.832000,10.832000,10.879000,24000000.000000
