Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,18.05.2021;11:21:03568
0.5,8.0,8,0,0,0.014,0.468
1.5,16.0,16,0,0,0.013,1.455
2.5,25.0,25,0,0,0.014,2.492
3.5,33.0,33,0,0,0.013,3.49
4.5,41.0,41,0,0,0.012,4.494
5.5,50.0,49,0,0,0.011,5.496
6.5,58.0,57,0,0,0.011,6.486
7.5,66.0,67,0,0,0.011,7.5
8.5,75.0,74,0,0,0.01,8.497
9.5,83.0,84,0,0,0.01,9.5
10.5,91.0,92,0,0,0.011,10.495
11.5,100.0,100,0,0,0.012,11.497
12.5,108.0,107,0,0,0.01,12.494
13.5,116.0,113,0,0,0.01,13.492
14.5,125.0,126,0,0,0.01,14.489
15.5,133.0,132,0,0,0.011,15.494
16.5,141.0,144,0,0,0.01,16.491
17.5,150.0,148,0,0,0.01,17.49
18.5,158.0,159,0,0,0.011,18.494
19.5,166.0,166,0,0,0.01,19.501
20.5,175.0,177,0,0,0.011,20.498
21.5,183.0,183,0,0,0.046,21.497
22.5,191.0,188,0,0,0.01,22.494
23.5,200.0,200,0,0,0.018,23.494
24.5,208.0,211,0,0,0.01,24.494
25.5,216.0,216,0,0,0.01,25.501
26.5,225.0,223,0,0,0.011,26.489
27.5,233.0,231,0,0,0.011,27.488
28.5,241.0,245,0,0,0.011,28.506
29.5,250.0,248,0,0,0.011,29.493
30.5,258.0,260,0,0,0.011,30.5
31.5,266.0,262,0,0,0.011,31.495
32.5,275.0,279,0,0,0.011,32.509
33.5,283.0,281,0,0,0.011,33.499
34.5,291.0,293,0,0,0.011,34.497
35.5,300.0,298,0,0,0.011,35.49
36.5,308.0,306,0,0,0.011,36.49
37.5,316.0,309,0,0,0.011,37.488
38.5,325.0,330,0,0,0.012,38.488
39.5,333.0,337,0,0,0.012,39.505
40.5,341.0,340,0,0,0.012,40.502
41.5,350.0,346,0,0,0.011,41.487
42.5,358.0,365,0,0,0.012,42.5
43.5,366.0,364,0,0,0.011,43.5
44.5,375.0,366,0,0,0.025,44.488
45.5,383.0,388,0,0,0.012,45.492
46.5,391.0,390,0,0,0.012,46.49
47.5,400.0,403,0,0,0.026,47.491
48.5,408.0,412,0,0,0.013,48.508
49.5,416.0,411,0,0,0.013,49.491
50.5,425.0,418,0,0,0.013,50.49
51.5,433.0,443,0,0,0.013,51.495
52.5,441.0,443,0,0,0.013,52.498
53.5,450.0,445,0,0,0.015,53.5
54.5,458.0,463,0,0,0.014,54.495
55.5,466.0,458,0,0,0.014,55.498
56.5,475.0,475,0,0,0.017,56.494
57.5,483.0,487,0,0,0.015,57.494
58.5,491.0,490,0,0,0.018,58.5
59.5,500.0,500,0,0,0.016,59.496
60.5,508.0,510,0,0,0.016,60.5
61.5,516.0,510,0,0,0.018,61.501
62.5,525.0,530,0,0,0.02,62.502
63.5,533.0,524,0,0,0.036,63.489
64.5,541.0,543,0,0,0.03,64.491
65.5,550.0,561,0,0,0.02,65.498
66.5,558.0,546,0,0,0.019,66.489
67.5,566.0,572,0,0,0.023,67.497
68.5,575.0,568,0,0,0.022,68.493
69.5,583.0,580,0,0,0.046,69.499
70.5,591.0,603,0,0,0.026,70.494
71.5,600.0,602,0,0,0.028,71.496
72.5,608.0,610,0,0,0.026,72.499
73.5,616.0,612,0,0,0.027,73.497
74.5,625.0,607,0,0,0.029,74.495
75.5,633.0,630,0,0,0.078,75.488
76.5,641.0,657,0,0,0.075,76.494
77.5,650.0,653,0,0,0.038,77.497
78.5,658.0,636,0,0,0.042,78.489
79.5,666.0,672,0,0,0.048,79.496
80.5,675.0,635,0,0,0.08,80.498
81.5,683.0,717,0,0,0.08,81.499
82.5,691.0,672,0,0,0.048,82.489
83.5,700.0,696,0,0,0.069,83.486
84.5,708.0,707,0,0,0.076,84.489
85.5,716.0,698,0,0,0.084,85.497
86.5,725.0,649,0,0,0.098,86.492
87.5,733.0,681,0,0,0.093,87.498
88.5,741.0,723,0,0,0.089,88.506
89.5,750.0,708,0,0,0.089,89.497
90.5,758.0,709,0,0,0.088,90.492
91.5,766.0,704,0,0,0.091,91.495
92.5,775.0,661,0,0,0.098,92.496
93.5,783.0,706,0,0,0.089,93.493
94.5,791.0,720,0,0,0.09,94.503
95.5,800.0,686,0,0,0.089,95.491
96.5,808.0,705,0,0,0.093,96.49
97.5,816.0,639,0,0,0.097,97.495
98.5,825.0,616,0,0,0.104,98.493
99.5,833.0,667,0,0,0.096,99.488
100.5,841.0,721,0,0,0.089,100.499
101.5,850.0,654,0,0,0.096,101.49
102.5,858.0,710,0,0,0.09,102.498
103.5,866.0,658,0,0,0.097,103.497
104.5,875.0,708,0,0,0.091,104.496
105.5,883.0,701,0,0,0.09,105.487
106.5,891.0,693,0,0,0.091,106.496
107.5,900.0,697,0,0,0.093,107.496
108.5,908.0,704,0,0,0.089,108.501
109.5,916.0,616,0,0,0.105,109.49
110.5,925.0,715,0,0,0.089,110.491
111.5,933.0,669,0,0,0.093,111.488
112.5,941.0,660,0,0,0.099,112.498
113.5,950.0,717,0,0,0.088,113.496
114.5,958.0,696,0,0,0.091,114.493
