Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,18.05.2021;12:07:17444
0.5,8.0,8,0,0,0.081,0.43
1.5,16.0,16,0,0,0.03,1.482
2.5,25.0,25,0,0,0.02,2.494
3.5,33.0,33,0,0,0.012,3.503
4.5,41.0,41,0,0,0.012,4.474
5.5,50.0,49,0,0,0.011,5.489
6.5,58.0,59,0,0,0.012,6.495
7.5,66.0,64,0,0,0.011,7.491
8.5,75.0,76,0,0,0.011,8.496
9.5,83.0,82,0,0,0.011,9.49
10.5,91.0,91,0,0,0.011,10.492
11.5,100.0,102,0,0,0.011,11.502
12.5,108.0,106,0,0,0.011,12.495
13.5,116.0,116,0,0,0.011,13.493
14.5,125.0,125,0,0,0.012,14.496
15.5,133.0,129,0,0,0.012,15.488
16.5,141.0,147,0,0,0.012,16.502
17.5,150.0,147,0,0,0.011,17.49
18.5,158.0,160,0,0,0.011,18.495
19.5,166.0,145,0,0,0.173,19.495
20.5,175.0,193,0,0,0.03,20.487
21.5,183.0,181,0,0,0.017,21.491
22.5,191.0,195,0,0,0.012,22.494
23.5,200.0,199,0,0,0.012,23.497
24.5,208.0,209,0,0,0.014,24.494
25.5,216.0,213,0,0,0.013,25.497
26.5,225.0,229,0,0,0.015,26.503
27.5,233.0,230,0,0,0.017,27.492
28.5,241.0,175,0,0,0.015,28.491
29.5,250.0,246,0,0,0.261,29.487
30.5,258.0,328,0,0,0.084,30.499
31.5,266.0,262,0,0,0.018,31.497
32.5,275.0,265,0,0,0.024,32.488
33.5,283.0,299,0,0,0.026,33.5
34.5,291.0,286,0,0,0.084,34.499
35.5,300.0,301,0,0,0.021,35.489
36.5,308.0,312,0,0,0.024,36.502
37.5,316.0,302,0,0,0.057,37.49
38.5,325.0,309,0,0,0.041,38.488
39.5,333.0,349,0,0,0.076,39.498
40.5,341.0,292,0,0,0.111,40.493
41.5,350.0,348,0,0,0.175,41.499
42.5,358.0,349,0,0,0.174,42.499
43.5,366.0,299,0,0,0.199,43.493
44.5,375.0,355,0,0,0.189,44.497
45.5,383.0,352,0,0,0.18,45.488
46.5,391.0,310,0,0,0.205,46.491
47.5,400.0,351,0,0,0.172,47.494
48.5,408.0,357,0,0,0.185,48.499
49.5,416.0,353,0,0,0.179,49.496
50.5,425.0,344,0,0,0.187,50.503
51.5,433.0,333,0,0,0.191,51.488
52.5,441.0,358,0,0,0.183,52.496
53.5,450.0,339,0,0,0.188,53.492
54.5,458.0,358,0,0,0.181,54.499
55.5,466.0,307,0,0,0.202,55.503
56.5,475.0,292,0,0,0.216,56.487
57.5,483.0,356,0,0,0.179,57.488
58.5,491.0,336,0,0,0.2,58.492
59.5,500.0,256,0,0,0.221,59.492
60.5,508.0,294,0,0,0.226,60.502
61.5,516.0,371,0,0,0.184,61.496
62.5,525.0,248,0,0,0.248,62.498
63.5,533.0,329,0,0,0.194,63.493
64.5,541.0,351,0,0,0.182,64.491
65.5,550.0,365,0,0,0.172,65.491
66.5,558.0,359,0,0,0.183,66.488
67.5,566.0,367,0,0,0.176,67.502
68.5,575.0,347,0,0,0.179,68.489
69.5,583.0,340,0,0,0.191,69.491
70.5,591.0,350,0,0,0.18,70.49
71.5,600.0,341,0,0,0.18,71.487
72.5,0.0,379,0,0,0.178,72.5
73.5,0.0,369,0,0,0.174,73.5
74.5,0.0,335,0,0,0.188,74.5
75.5,0.0,374,0,0,0.179,75.5
76.5,0.0,341,0,0,0.174,76.5
77.5,0.0,374,0,0,0.176,77.5
78.5,0.0,359,0,0,0.177,78.5
79.5,0.0,330,0,0,0.185,79.5
80.5,0.0,362,0,0,0.184,80.5
81.5,0.0,292,0,0,0.218,81.5
82.5,0.0,370,0,0,0.171,82.5
83.5,0.0,359,0,0,0.178,83.5
84.5,0.0,121,0,0,0.164,84.5
