Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,18.05.2021;13:03:09304
0.5,16.0,0,0,0,0.0,0.476
1.5,33.0,0,0,0,0.0,1.515
2.5,50.0,0,0,0,0.0,2.486
3.5,66.0,0,0,0,0.0,3.487
4.5,83.0,0,0,0,0.0,4.504
5.5,100.0,0,0,0,0.0,5.5
6.5,116.0,0,0,0,0.0,6.489
7.5,133.0,0,0,0,0.0,7.497
8.5,150.0,18,0,0,7.191,8.492
9.5,166.0,237,0,0,1.675,9.5
10.5,183.0,201,0,0,0.359,10.497
11.5,200.0,287,0,0,0.204,11.49
12.5,216.0,318,0,0,0.218,12.494
13.5,233.0,385,0,0,0.163,13.486
14.5,250.0,380,0,0,0.157,14.493
15.5,266.0,413,0,0,0.122,15.495
16.5,283.0,287,0,0,0.049,16.487
17.5,300.0,304,0,0,0.039,17.499
18.5,316.0,328,0,0,0.042,18.496
19.5,333.0,333,0,0,0.028,19.499
20.5,350.0,347,0,0,0.029,20.493
21.5,366.0,366,0,0,0.017,21.495
22.5,383.0,386,0,0,0.013,22.497
23.5,400.0,392,0,0,0.042,23.491
24.5,416.0,423,0,0,0.013,24.497
25.5,433.0,414,0,0,0.035,25.491
26.5,450.0,464,0,0,0.02,26.495
27.5,466.0,467,0,0,0.014,27.487
28.5,483.0,483,0,0,0.038,28.493
29.5,500.0,501,0,0,0.012,29.5
30.5,516.0,522,0,0,0.03,30.501
31.5,533.0,531,0,0,0.012,31.506
32.5,550.0,547,0,0,0.013,32.504
33.5,566.0,568,0,0,0.033,33.497
34.5,583.0,579,0,0,0.012,34.49
35.5,600.0,597,0,0,0.017,35.494
36.5,616.0,617,0,0,0.014,36.49
37.5,633.0,639,0,0,0.027,37.505
38.5,650.0,648,0,0,0.013,38.5
39.5,666.0,671,0,0,0.014,39.501
40.5,683.0,683,0,0,0.014,40.498
41.5,700.0,695,0,0,0.014,41.498
42.5,716.0,703,0,0,0.014,42.487
43.5,733.0,641,0,0,0.017,43.492
44.5,750.0,849,0,0,0.042,44.491
45.5,766.0,767,0,0,0.015,45.488
46.5,783.0,793,0,0,0.015,46.504
47.5,800.0,794,0,0,0.019,47.496
48.5,816.0,804,0,0,0.016,48.491
49.5,833.0,843,0,0,0.034,49.499
50.5,850.0,826,0,0,0.029,50.496
51.5,866.0,879,0,0,0.02,51.489
52.5,883.0,894,0,0,0.033,52.495
53.5,900.0,895,0,0,0.018,53.5
54.5,916.0,914,0,0,0.018,54.489
55.5,933.0,939,0,0,0.019,55.488
56.5,950.0,947,0,0,0.018,56.492
57.5,966.0,965,0,0,0.032,57.49
58.5,983.0,931,0,0,0.022,58.487
59.5,1000.0,1053,0,0,0.038,59.493
60.5,1016.0,1011,0,0,0.022,60.498
61.5,1033.0,1039,0,0,0.046,61.488
62.5,1050.0,973,0,0,0.025,62.494
63.5,1066.0,1145,0,0,0.04,63.502
64.5,1083.0,1058,0,0,0.028,64.492
65.5,1100.0,1095,0,0,0.051,65.49
