ts,qArr,instArr,startEx,endEx,flops,serv
4.000234,4.000000,4.000000,4.000000,4.000234,234400.000000,service1
7.000234,7.000000,7.000000,7.000000,7.000234,234400.000000,service1
10.000234,10.000000,10.000000,10.000000,10.000234,234400.000000,service1
13.000234,13.000000,13.000000,13.000000,13.000234,234400.000000,service1
16.000234,16.000000,16.000000,16.000000,16.000234,234400.000000,service1
19.000234,19.000000,19.000000,19.000000,19.000234,234400.000000,service1
22.000234,22.000000,22.000000,22.000000,22.000234,234400.000000,service1
25.000234,25.000000,25.000000,25.000000,25.000234,234400.000000,service1
28.000234,28.000000,28.000000,28.000000,28.000234,234400.000000,service1
31.000234,31.000000,31.000000,31.000000,31.000234,234400.000000,service1
34.000234,34.000000,34.000000,34.000000,34.000234,234400.000000,service1
37.000234,37.000000,37.000000,37.000000,37.000234,234400.000000,service1
40.000234,40.000000,40.000000,40.000000,40.000234,234400.000000,service1
43.000234,43.000000,43.000000,43.000000,43.000234,234400.000000,service1
46.000234,46.000000,46.000000,46.000000,46.000234,234400.000000,service1
49.000234,49.000000,49.000000,49.000000,49.000234,234400.000000,service1
52.000234,52.000000,52.000000,52.000000,52.000234,234400.000000,service1
55.000234,55.000000,55.000000,55.000000,55.000234,234400.000000,service1
58.000234,58.000000,58.000000,58.000000,58.000234,234400.000000,service1
61.000234,61.000000,61.000000,61.000000,61.000234,234400.000000,service1
64.000234,64.000000,64.000000,64.000000,64.000234,234400.000000,service1
67.000234,67.000000,67.000000,67.000000,67.000234,234400.000000,service1
70.000234,70.000000,70.000000,70.000000,70.000234,234400.000000,service1
73.000234,73.000000,73.000000,73.000000,73.000234,234400.000000,service1
76.000234,76.000000,76.000000,76.000000,76.000234,234400.000000,service1
79.000234,79.000000,79.000000,79.000000,79.000234,234400.000000,service1
82.000234,82.000000,82.000000,82.000000,82.000234,234400.000000,service1
85.000234,85.000000,85.000000,85.000000,85.000234,234400.000000,service1
88.000234,88.000000,88.000000,88.000000,88.000234,234400.000000,service1
91.000234,91.000000,91.000000,91.000000,91.000234,234400.000000,service1
94.000234,94.000000,94.000000,94.000000,94.000234,234400.000000,service1
97.000234,97.000000,97.000000,97.000000,97.000234,234400.000000,service1
100.000234,100.000000,100.000000,100.000000,100.000234,234400.000000,service1
103.000234,103.000000,103.000000,103.000000,103.000234,234400.000000,service1
106.000234,106.000000,106.000000,106.000000,106.000234,234400.000000,service1
109.000234,109.000000,109.000000,109.000000,109.000234,234400.000000,service1
112.000234,112.000000,112.000000,112.000000,112.000234,234400.000000,service1
115.000234,115.000000,115.000000,115.000000,115.000234,234400.000000,service1
118.000234,118.000000,118.000000,118.000000,118.000234,234400.000000,service1
121.000234,121.000000,121.000000,121.000000,121.000234,234400.000000,service1
124.000234,124.000000,124.000000,124.000000,124.000234,234400.000000,service1
127.000234,127.000000,127.000000,127.000000,127.000234,234400.000000,service1
130.000234,130.000000,130.000000,130.000000,130.000234,234400.000000,service1
133.000234,133.000000,133.000000,133.000000,133.000234,234400.000000,service1
136.000234,136.000000,136.000000,136.000000,136.000234,234400.000000,service1
139.000234,139.000000,139.000000,139.000000,139.000234,234400.000000,service1
142.000234,142.000000,142.000000,142.000000,142.000234,234400.000000,service1
145.000234,145.000000,145.000000,145.000000,145.000234,234400.000000,service1
148.000234,148.000000,148.000000,148.000000,148.000234,234400.000000,service1
151.000234,151.000000,151.000000,151.000000,151.000234,234400.000000,service1
154.000234,154.000000,154.000000,154.000000,154.000234,234400.000000,service1
157.000234,157.000000,157.000000,157.000000,157.000234,234400.000000,service1
160.000234,160.000000,160.000000,160.000000,160.000234,234400.000000,service1
163.000234,163.000000,163.000000,163.000000,163.000234,234400.000000,service1
166.000234,166.000000,166.000000,166.000000,166.000234,234400.000000,service1
169.000234,169.000000,169.000000,169.000000,169.000234,234400.000000,service1
172.000234,172.000000,172.000000,172.000000,172.000234,234400.000000,service1
175.000234,175.000000,175.000000,175.000000,175.000234,234400.000000,service1
178.000234,178.000000,178.000000,178.000000,178.000234,234400.000000,service1
181.000234,181.000000,181.000000,181.000000,181.000234,234400.000000,service1
184.000234,184.000000,184.000000,184.000000,184.000234,234400.000000,service1
187.000234,187.000000,187.000000,187.000000,187.000234,234400.000000,service1
190.000234,190.000000,190.000000,190.000000,190.000234,234400.000000,service1
193.000234,193.000000,193.000000,193.000000,193.000234,234400.000000,service1
196.000234,196.000000,196.000000,196.000000,196.000234,234400.000000,service1
199.000234,199.000000,199.000000,199.000000,199.000234,234400.000000,service1
202.000234,202.000000,202.000000,202.000000,202.000234,234400.000000,service1
205.000234,205.000000,205.000000,205.000000,205.000234,234400.000000,service1
208.000234,208.000000,208.000000,208.000000,208.000234,234400.000000,service1
211.000234,211.000000,211.000000,211.000000,211.000234,234400.000000,service1
214.000234,214.000000,214.000000,214.000000,214.000234,234400.000000,service1
217.000234,217.000000,217.000000,217.000000,217.000234,234400.000000,service1
220.000234,220.000000,220.000000,220.000000,220.000234,234400.000000,service1
