ts,qArr,instArr,startEx,endEx,flops,serv
4.000261,4.000000,4.000000,4.000000,4.000261,261400.000000,service1
4.000523,4.000261,4.000261,4.000261,4.000523,261400.000000,service2
7.000261,7.000000,7.000000,7.000000,7.000261,261400.000000,service1
7.000523,7.000261,7.000261,7.000261,7.000523,261400.000000,service2
10.000261,10.000000,10.000000,10.000000,10.000261,261400.000000,service1
10.000523,10.000261,10.000261,10.000261,10.000523,261400.000000,service2
13.000261,13.000000,13.000000,13.000000,13.000261,261400.000000,service1
13.000523,13.000261,13.000261,13.000261,13.000523,261400.000000,service2
16.000261,16.000000,16.000000,16.000000,16.000261,261400.000000,service1
16.000523,16.000261,16.000261,16.000261,16.000523,261400.000000,service2
19.000261,19.000000,19.000000,19.000000,19.000261,261400.000000,service1
19.000523,19.000261,19.000261,19.000261,19.000523,261400.000000,service2
22.000261,22.000000,22.000000,22.000000,22.000261,261400.000000,service1
22.000523,22.000261,22.000261,22.000261,22.000523,261400.000000,service2
25.000261,25.000000,25.000000,25.000000,25.000261,261400.000000,service1
25.000523,25.000261,25.000261,25.000261,25.000523,261400.000000,service2
28.000261,28.000000,28.000000,28.000000,28.000261,261400.000000,service1
28.000523,28.000261,28.000261,28.000261,28.000523,261400.000000,service2
31.000261,31.000000,31.000000,31.000000,31.000261,261400.000000,service1
31.000523,31.000261,31.000261,31.000261,31.000523,261400.000000,service2
34.000261,34.000000,34.000000,34.000000,34.000261,261400.000000,service1
34.000523,34.000261,34.000261,34.000261,34.000523,261400.000000,service2
37.000261,37.000000,37.000000,37.000000,37.000261,261400.000000,service1
37.000523,37.000261,37.000261,37.000261,37.000523,261400.000000,service2
40.000261,40.000000,40.000000,40.000000,40.000261,261400.000000,service1
40.000523,40.000261,40.000261,40.000261,40.000523,261400.000000,service2
43.000261,43.000000,43.000000,43.000000,43.000261,261400.000000,service1
43.000523,43.000261,43.000261,43.000261,43.000523,261400.000000,service2
46.000261,46.000000,46.000000,46.000000,46.000261,261400.000000,service1
46.000523,46.000261,46.000261,46.000261,46.000523,261400.000000,service2
49.000261,49.000000,49.000000,49.000000,49.000261,261400.000000,service1
49.000523,49.000261,49.000261,49.000261,49.000523,261400.000000,service2
52.000261,52.000000,52.000000,52.000000,52.000261,261400.000000,service1
52.000523,52.000261,52.000261,52.000261,52.000523,261400.000000,service2
55.000261,55.000000,55.000000,55.000000,55.000261,261400.000000,service1
55.000523,55.000261,55.000261,55.000261,55.000523,261400.000000,service2
58.000261,58.000000,58.000000,58.000000,58.000261,261400.000000,service1
58.000523,58.000261,58.000261,58.000261,58.000523,261400.000000,service2
61.000261,61.000000,61.000000,61.000000,61.000261,261400.000000,service1
61.000523,61.000261,61.000261,61.000261,61.000523,261400.000000,service2
64.000261,64.000000,64.000000,64.000000,64.000261,261400.000000,service1
64.000523,64.000261,64.000261,64.000261,64.000523,261400.000000,service2
67.000261,67.000000,67.000000,67.000000,67.000261,261400.000000,service1
67.000523,67.000261,67.000261,67.000261,67.000523,261400.000000,service2
70.000261,70.000000,70.000000,70.000000,70.000261,261400.000000,service1
70.000523,70.000261,70.000261,70.000261,70.000523,261400.000000,service2
73.000261,73.000000,73.000000,73.000000,73.000261,261400.000000,service1
73.000523,73.000261,73.000261,73.000261,73.000523,261400.000000,service2
76.000261,76.000000,76.000000,76.000000,76.000261,261400.000000,service1
76.000523,76.000261,76.000261,76.000261,76.000523,261400.000000,service2
79.000261,79.000000,79.000000,79.000000,79.000261,261400.000000,service1
79.000523,79.000261,79.000261,79.000261,79.000523,261400.000000,service2
82.000261,82.000000,82.000000,82.000000,82.000261,261400.000000,service1
82.000523,82.000261,82.000261,82.000261,82.000523,261400.000000,service2
85.000261,85.000000,85.000000,85.000000,85.000261,261400.000000,service1
85.000523,85.000261,85.000261,85.000261,85.000523,261400.000000,service2
88.000261,88.000000,88.000000,88.000000,88.000261,261400.000000,service1
88.000523,88.000261,88.000261,88.000261,88.000523,261400.000000,service2
91.000261,91.000000,91.000000,91.000000,91.000261,261400.000000,service1
91.000523,91.000261,91.000261,91.000261,91.000523,261400.000000,service2
94.000261,94.000000,94.000000,94.000000,94.000261,261400.000000,service1
94.000523,94.000261,94.000261,94.000261,94.000523,261400.000000,service2
97.000261,97.000000,97.000000,97.000000,97.000261,261400.000000,service1
97.000523,97.000261,97.000261,97.000261,97.000523,261400.000000,service2
100.000261,100.000000,100.000000,100.000000,100.000261,261400.000000,service1
100.000523,100.000261,100.000261,100.000261,100.000523,261400.000000,service2
103.000261,103.000000,103.000000,103.000000,103.000261,261400.000000,service1
103.000523,103.000261,103.000261,103.000261,103.000523,261400.000000,service2
106.000261,106.000000,106.000000,106.000000,106.000261,261400.000000,service1
106.000523,106.000261,106.000261,106.000261,106.000523,261400.000000,service2
109.000261,109.000000,109.000000,109.000000,109.000261,261400.000000,service1
109.000523,109.000261,109.000261,109.000261,109.000523,261400.000000,service2
112.000261,112.000000,112.000000,112.000000,112.000261,261400.000000,service1
112.000523,112.000261,112.000261,112.000261,112.000523,261400.000000,service2
115.000261,115.000000,115.000000,115.000000,115.000261,261400.000000,service1
115.000523,115.000261,115.000261,115.000261,115.000523,261400.000000,service2
118.000261,118.000000,118.000000,118.000000,118.000261,261400.000000,service1
118.000523,118.000261,118.000261,118.000261,118.000523,261400.000000,service2
121.000261,121.000000,121.000000,121.000000,121.000261,261400.000000,service1
121.000523,121.000261,121.000261,121.000261,121.000523,261400.000000,service2
124.000261,124.000000,124.000000,124.000000,124.000261,261400.000000,service1
124.000523,124.000261,124.000261,124.000261,124.000523,261400.000000,service2
127.000261,127.000000,127.000000,127.000000,127.000261,261400.000000,service1
127.000523,127.000261,127.000261,127.000261,127.000523,261400.000000,service2
130.000261,130.000000,130.000000,130.000000,130.000261,261400.000000,service1
130.000523,130.000261,130.000261,130.000261,130.000523,261400.000000,service2
133.000261,133.000000,133.000000,133.000000,133.000261,261400.000000,service1
133.000523,133.000261,133.000261,133.000261,133.000523,261400.000000,service2
136.000261,136.000000,136.000000,136.000000,136.000261,261400.000000,service1
136.000523,136.000261,136.000261,136.000261,136.000523,261400.000000,service2
139.000261,139.000000,139.000000,139.000000,139.000261,261400.000000,service1
139.000523,139.000261,139.000261,139.000261,139.000523,261400.000000,service2
142.000261,142.000000,142.000000,142.000000,142.000261,261400.000000,service1
142.000523,142.000261,142.000261,142.000261,142.000523,261400.000000,service2
145.000261,145.000000,145.000000,145.000000,145.000261,261400.000000,service1
145.000523,145.000261,145.000261,145.000261,145.000523,261400.000000,service2
148.000261,148.000000,148.000000,148.000000,148.000261,261400.000000,service1
148.000523,148.000261,148.000261,148.000261,148.000523,261400.000000,service2
151.000261,151.000000,151.000000,151.000000,151.000261,261400.000000,service1
151.000523,151.000261,151.000261,151.000261,151.000523,261400.000000,service2
154.000261,154.000000,154.000000,154.000000,154.000261,261400.000000,service1
154.000523,154.000261,154.000261,154.000261,154.000523,261400.000000,service2
157.000261,157.000000,157.000000,157.000000,157.000261,261400.000000,service1
157.000523,157.000261,157.000261,157.000261,157.000523,261400.000000,service2
160.000261,160.000000,160.000000,160.000000,160.000261,261400.000000,service1
160.000523,160.000261,160.000261,160.000261,160.000523,261400.000000,service2
163.000261,163.000000,163.000000,163.000000,163.000261,261400.000000,service1
163.000523,163.000261,163.000261,163.000261,163.000523,261400.000000,service2
166.000261,166.000000,166.000000,166.000000,166.000261,261400.000000,service1
166.000523,166.000261,166.000261,166.000261,166.000523,261400.000000,service2
169.000261,169.000000,169.000000,169.000000,169.000261,261400.000000,service1
169.000523,169.000261,169.000261,169.000261,169.000523,261400.000000,service2
172.000261,172.000000,172.000000,172.000000,172.000261,261400.000000,service1
