perc,nbn,sample,conn,load,meanLat,reqPerSec
100,1,1,1,100,3.204,99.99
100,1,1,2,200,3.383,199.71
100,1,1,3,300,3.685,298.59
100,1,1,4,400,4.067,397.20
100,1,1,5,500,4.968,499.36
100,1,1,6,600,6.033,596.31
100,1,1,7,700,11.854,691.96
100,1,1,8,800,707.306,761.51
100,1,1,9,900,3805.561,723.62
100,1,1,10,1000,4966.371,727.83
100,1,1,11,1100,4699.567,708.84
100,1,1,12,1200,4667.918,706.17
100,1,1,13,1300,4969.329,696.20
100,1,1,14,1400,5075.046,698.57
