perc,nbn,sample,conn,load,meanLat,reqPerSec
100,2,1,9,900,7.505,895.05
100,2,1,10,1000,10.316,997.64
100,2,1,11,1100,437.122,1063.30
100,2,1,12,1200,2161.414,1061.31
100,2,1,13,1300,4308.334,993.41
