serviceName,nbIter,timestamp,totDurInServ,computeDur,parExec,totReqProcessed,scenario
S1_reprodcalib_3,60000001,249023235584,21220435,21218675,1,83,scenario1
S1_reprodcalib_3,60000001,252025094400,22677437,22674245,1,84,scenario1
S1_reprodcalib_3,60000001,255023390720,20796879,20795026,1,85,scenario1
S1_reprodcalib_3,60000001,258026382848,23584038,23582117,1,86,scenario1
S1_reprodcalib_3,60000001,261024322560,21099812,21097683,1,87,scenario1
S1_reprodcalib_3,60000001,264024602624,21021815,21020019,1,88,scenario1
S1_reprodcalib_3,60000001,267023165184,19216604,19213435,1,89,scenario1
S1_reprodcalib_3,60000001,270023459328,19236368,19234699,1,90,scenario1
S1_reprodcalib_3,60000001,273024989184,20410710,20408778,1,91,scenario1
S1_reprodcalib_3,60000001,276024463360,19656456,19654398,0,92,scenario1
S1_reprodcalib_3,60000001,279024736000,19530045,19527162,1,93,scenario1
S1_reprodcalib_3,60000001,282025992704,20430349,20428650,1,94,scenario1
S1_reprodcalib_3,60000001,285025179392,19183135,19181416,1,95,scenario1
S1_reprodcalib_3,60000001,288026472448,20219850,20217561,1,96,scenario1
S1_reprodcalib_3,60000001,291028619008,22109481,22108007,1,97,scenario1
S1_reprodcalib_3,60000001,294026285568,19293015,19290230,1,98,scenario1
S1_reprodcalib_3,60000001,297030240256,22807977,22804762,1,99,scenario1
