serviceName,nbIter,timestamp,totDurInServ,computeDur,parExec,totReqProcessed,scenario
S1_reprodscen4_3,56000001,0,20278659,20274946,0,0,scenario4
S1_reprodscen4_3,56000001,43387648,43245239,43243940,2,1,scenario4
S1_reprodscen4_3,56000001,43476224,21857377,21856345,2,1,scenario4
S1_reprodscen4_3,56000001,282527488,20287463,20285993,1,3,scenario4
S1_reprodscen4_3,56000001,430706688,19186644,19185066,1,4,scenario4
S1_reprodscen4_3,56000001,772862720,21960149,21958625,1,5,scenario4
S1_reprodscen4_3,56000001,829451776,19061787,19060261,1,6,scenario4
S1_reprodscen4_3,56000001,1248794624,18148762,18147360,1,7,scenario4
S1_reprodscen4_3,56000001,1312342016,19742505,19740422,0,8,scenario4
S1_reprodscen4_3,56000001,1470939648,17897343,17895924,1,9,scenario4
S1_reprodscen4_3,56000001,1773519360,18223680,18222210,1,10,scenario4
S1_reprodscen4_3,56000001,1944716032,18315437,18314015,1,11,scenario4
S1_reprodscen4_3,56000001,1991599104,18975576,18974007,1,12,scenario4
S1_reprodscen4_3,56000001,2459760640,41825508,41823882,2,13,scenario4
S1_reprodscen4_3,56000001,2459860224,21811206,21809963,2,13,scenario4
S1_reprodscen4_3,56000001,2800669952,18081572,18080148,1,15,scenario4
S1_reprodscen4_3,56000001,2836358912,18495245,18493683,1,16,scenario4
S1_reprodscen4_3,56000001,3065244928,18051208,18049747,1,17,scenario4
S1_reprodscen4_3,56000001,3151230976,21569553,21568130,1,18,scenario4
S1_reprodscen4_3,56000001,3435653120,17840414,17839023,1,19,scenario4
S1_reprodscen4_3,56000001,3552393216,21340401,21338973,1,20,scenario4
S1_reprodscen4_3,56000001,3681168128,20044660,20043007,1,21,scenario4
S1_reprodscen4_3,56000001,3856711936,18143875,18142373,1,22,scenario4
S1_reprodscen4_3,56000001,3912295168,20752113,20750536,1,23,scenario4
S1_reprodscen4_3,56000001,3954929152,17814380,17812988,1,24,scenario4
S1_reprodscen4_3,56000001,4006129408,17894024,17892634,1,25,scenario4
S1_reprodscen4_3,56000001,4238378496,17998624,17997026,1,26,scenario4
S1_reprodscen4_3,56000001,4326546432,18951737,18950082,1,27,scenario4
S1_reprodscen4_3,56000001,4793468416,62571030,62569409,3,28,scenario4
S1_reprodscen4_3,56000001,4793565184,39887000,39885661,3,28,scenario4
