perc,nbn,sample,conn,load,meanLat,reqPerSec,nbC
100,1,6,13,1300,13.523,1292.94,10
100,1,6,14,1400,987.812,1315.91,10
100,1,6,15,1500,2176.563,1329.83,10
100,1,6,16,1600,3253.785,1328.92,10
100,1,6,17,1700,4468.817,1190.37,10
100,1,6,18,1800,4886.944,1352.78,10
100,1,6,19,1900,5873.826,1313.41,10
100,2,1,1,100,5.479,99.99,10
100,2,1,2,200,4.638,199.71,10
100,2,1,3,300,4.135,298.60,10
100,2,1,4,400,3.894,397.21,10
100,2,1,5,500,3.921,499.36,10
100,2,1,6,600,3.912,596.30,10
100,2,1,7,700,3.960,692.28,10
100,2,1,8,800,3.921,796.21,10
100,2,1,9,900,3.972,895.07,10
100,2,1,10,1000,4.021,997.72,10
100,2,1,11,1100,4.084,1095.81,10
100,2,1,12,1200,4.213,1193.41,10
100,2,1,13,1300,4.339,1293.18,10
100,2,1,14,1400,4.559,1395.30,10
100,2,1,15,1500,4.959,1492.33,10
100,2,1,16,1600,5.695,1591.09,10
100,2,1,17,1700,7.648,1693.68,10
100,2,1,18,1800,12.398,1793.99,10
100,2,1,19,1900,1065.403,1786.77,10
100,2,1,20,2000,1717.291,1751.52,10
100,2,1,21,2100,2767.634,1724.49,10
100,2,1,22,2200,3540.010,1808.09,10
100,2,1,23,2300,4207.025,1725.71,10
100,2,1,24,2400,4623.501,1744.53,10
100,2,2,1,100,5.023,99.99,10
100,2,2,2,200,4.979,199.71,10
100,2,2,3,300,4.080,298.58,10
100,2,2,4,400,4.068,397.19,10
100,2,2,5,500,3.897,499.39,10
100,2,2,6,600,3.933,596.31,10
100,2,2,7,700,3.885,692.26,10
100,2,2,8,800,4.057,796.19,10
100,2,2,9,900,3.927,895.05,10
100,2,2,10,1000,4.201,997.72,10
100,2,2,11,1100,4.186,1096.00,10
100,2,2,12,1200,4.253,1193.39,10
100,2,2,13,1300,4.530,1293.22,10
100,2,2,14,1400,4.641,1395.29,10
100,2,2,15,1500,5.108,1492.26,10
100,2,2,16,1600,6.178,1591.16,10
100,2,2,17,1700,13.096,1693.24,10
100,2,2,18,1800,29.437,1792.10,10
100,2,2,19,1900,918.035,1798.97,10
100,2,2,20,2000,1729.330,1829.27,10
100,2,2,21,2100,3089.054,1764.27,10
100,2,2,22,2200,3984.360,1748.50,10
100,2,2,23,2300,4287.647,1707.61,10
100,2,2,24,2400,5266.035,1757.06,10
100,2,3,1,100,5.190,99.99,10
100,2,3,2,200,4.472,199.71,10
100,2,3,3,300,4.112,298.58,10
100,2,3,4,400,3.941,397.19,10
100,2,3,5,500,3.885,499.38,10
100,2,3,6,600,3.802,596.29,10
100,2,3,7,700,3.952,692.22,10
100,2,3,8,800,3.787,767.41,10
100,2,3,9,900,3.810,895.01,10
100,2,3,10,1000,4.101,997.74,10
100,2,3,11,1100,4.049,1096.09,10
100,2,3,12,1200,4.098,1193.39,10
100,2,3,13,1300,4.352,1293.26,10
100,2,3,14,1400,4.744,1395.37,10
100,2,3,15,1500,4.683,1492.31,10
100,2,3,16,1600,5.416,1540.05,10
100,2,3,17,1700,7.857,1693.66,10
100,2,3,18,1800,16.902,1792.00,10
100,2,3,19,1900,986.249,1791.65,10
100,2,3,20,2000,2046.474,1779.91,10
100,2,3,21,2100,2566.984,1819.50,10
100,2,3,22,2200,3352.081,1821.26,10
100,2,3,23,2300,4596.061,1762.50,10
100,2,3,24,2400,5177.134,1682.83,10
100,2,4,1,100,5.177,99.99,10
100,2,4,2,200,5.128,199.71,10
100,2,4,3,300,4.030,298.58,10
100,2,4,4,400,3.907,397.19,10
100,2,4,5,500,3.835,499.34,10
100,2,4,6,600,3.835,596.27,10
100,2,4,7,700,3.906,692.27,10
100,2,4,8,800,3.898,796.19,10
100,2,4,9,900,3.804,895.01,10
100,2,4,10,1000,3.996,997.73,10
100,2,4,11,1100,4.078,1096.01,10
100,2,4,12,1200,4.101,1193.39,10
100,2,4,13,1300,4.531,1293.14,10
100,2,4,14,1400,4.592,1395.21,10
100,2,4,15,1500,5.192,1492.39,10
100,2,4,16,1600,5.395,1591.28,10
100,2,4,17,1700,13.932,1693.45,10
100,2,4,18,1800,292.259,1757.56,10
100,2,4,19,1900,1224.592,1776.96,10
100,2,4,20,2000,2225.997,1764.73,10
100,2,4,21,2100,3078.553,1773.67,10
100,2,4,22,2200,3690.886,1781.64,10
100,2,4,23,2300,4366.540,1788.60,10
100,2,4,24,2400,4828.211,1725.04,10
100,2,5,1,100,5.481,99.99,10
100,2,5,2,200,4.543,199.71,10
100,2,5,3,300,4.065,298.60,10
100,2,5,4,400,3.891,397.21,10
100,2,5,5,500,3.878,499.36,10
100,2,5,6,600,3.769,596.29,10
100,2,5,7,700,3.824,692.27,10
100,2,5,8,800,3.842,796.17,10
100,2,5,9,900,3.859,895.04,10
100,2,5,10,1000,3.957,997.69,10
100,2,5,11,1100,4.025,1095.97,10
100,2,5,12,1200,4.042,1193.42,10
100,2,5,13,1300,4.132,1293.20,10
100,2,5,14,1400,4.775,1395.34,10
100,2,5,15,1500,4.837,1492.32,10
100,2,5,16,1600,5.506,1540.00,10
100,2,5,17,1700,8.347,1635.35,10
100,2,5,18,1800,68.731,1785.91,10
100,2,5,19,1900,1443.759,1756.89,10
100,2,5,20,2000,1410.976,1783.79,10
100,2,5,21,2100,3080.356,1768.23,10
100,2,5,22,2200,3744.674,1771.62,10
100,2,5,23,2300,4678.156,1757.05,10
100,2,5,24,2400,4883.902,1725.62,10
100,2,6,1,100,5.900,99.98,10
100,2,6,2,200,4.021,199.74,10
100,2,6,3,300,4.092,298.57,10
100,2,6,4,400,4.022,397.19,10
100,2,6,5,500,3.911,499.37,10
100,2,6,6,600,3.868,596.28,10
100,2,6,7,700,3.960,692.22,10
100,2,6,8,800,3.941,796.22,10
100,2,6,9,900,3.916,895.02,10
100,2,6,10,1000,4.083,997.73,10
100,2,6,11,1100,4.032,1096.05,10
100,2,6,12,1200,4.239,1193.44,10
100,2,6,13,1300,4.338,1293.19,10
100,2,6,14,1400,4.509,1395.33,10
100,2,6,15,1500,5.406,1492.29,10
100,2,6,16,1600,37.628,1591.14,10
100,2,6,17,1700,8.980,1693.41,10
100,2,6,18,1800,389.151,1752.49,10
100,2,6,19,1900,810.201,1820.10,10
100,2,6,20,2000,1639.474,1822.03,10
100,2,6,21,2100,2987.167,1702.73,10
100,2,6,22,2200,5020.548,1550.88,10
100,2,6,23,2300,4281.390,1802.67,10
100,2,6,24,2400,5616.746,1713.30,10
100,2,7,1,100,4.882,99.99,10
100,2,7,2,200,4.925,199.71,10
100,2,7,3,300,4.056,298.60,10
100,2,7,4,400,3.903,397.20,10
100,2,7,5,500,3.906,499.37,10
100,2,7,6,600,3.894,596.31,10
100,2,7,7,700,3.911,692.24,10
100,2,7,8,800,3.855,796.20,10
100,2,7,9,900,3.866,895.06,10
100,2,7,10,1000,4.086,997.71,10
100,2,7,11,1100,4.011,1096.01,10
100,2,7,12,1200,4.252,1193.38,10
100,2,7,13,1300,4.535,1293.13,10
100,2,7,14,1400,4.599,1395.08,10
100,2,7,15,1500,5.261,1492.33,10
100,2,7,16,1600,5.179,1591.19,10
100,2,7,17,1700,23.000,1693.66,10
100,2,7,18,1800,34.248,1789.47,10
100,2,7,19,1900,1467.508,1749.17,10
100,2,7,20,2000,2204.210,1769.83,10
100,2,7,21,2100,2979.005,1767.17,10
100,2,7,22,2200,3544.872,1723.92,10
100,2,7,23,2300,4596.486,1761.12,10
100,2,7,24,2400,5234.920,1676.99,10
100,2,8,1,100,5.110,99.99,10
100,2,8,2,200,4.911,199.72,10
100,2,8,3,300,3.952,298.60,10
100,2,8,4,400,3.937,397.22,10
100,2,8,5,500,3.900,499.37,10
100,2,8,6,600,3.859,596.27,10
100,2,8,7,700,3.823,692.27,10
100,2,8,8,800,3.861,796.19,10
100,2,8,9,900,3.882,895.01,10
100,2,8,10,1000,4.048,997.72,10
100,2,8,11,1100,4.044,1096.07,10
100,2,8,12,1200,4.141,1193.36,10
100,2,8,13,1300,4.795,1293.08,10
100,2,8,14,1400,4.672,1395.34,10
100,2,8,15,1500,5.216,1492.31,10
100,2,8,16,1600,5.561,1591.12,10
100,2,8,17,1700,11.245,1692.29,10
100,2,8,18,1800,28.694,1790.56,10
100,2,8,19,1900,1470.659,1685.57,10
100,2,8,20,2000,1949.250,1795.73,10
100,2,8,21,2100,3074.067,1770.10,10
100,2,8,22,2200,3305.810,1743.92,10
100,2,8,23,2300,4477.359,1774.96,10
100,2,8,24,2400,5424.751,1741.25,10
100,2,9,1,100,5.905,100.00,10
100,2,9,2,200,4.817,199.72,10
100,2,9,3,300,4.052,298.61,10
100,2,9,4,400,3.938,397.20,10
100,2,9,5,500,3.882,499.37,10
100,2,9,6,600,3.881,596.30,10
100,2,9,7,700,3.949,692.26,10
100,2,9,8,800,3.804,796.21,10
100,2,9,9,900,3.900,895.01,10
100,2,9,10,1000,4.071,997.72,10
100,2,9,11,1100,4.008,1096.01,10
100,2,9,12,1200,4.121,1193.41,10
100,2,9,13,1300,4.189,1292.98,10
100,2,9,14,1400,4.501,1395.35,10
100,2,9,15,1500,5.154,1492.35,10
100,2,9,16,1600,5.357,1591.22,10
100,2,9,17,1700,7.956,1693.65,10
100,2,9,18,1800,100.617,1777.19,10
100,2,9,19,1900,1543.372,1744.14,10
100,2,9,20,2000,2163.911,1771.62,10
100,2,9,21,2100,2904.611,1711.08,10
100,2,9,22,2200,3940.056,1774.00,10
100,2,9,23,2300,4473.284,1768.40,10
100,2,9,24,2400,4855.855,1720.35,10
100,2,10,1,100,5.153,99.99,10
100,2,10,2,200,3.914,199.68,10
100,2,10,3,300,4.091,298.59,10
100,2,10,4,400,4.202,397.20,10
100,2,10,5,500,3.884,499.37,10
100,2,10,6,600,3.904,596.27,10
100,2,10,7,700,4.043,692.23,10
100,2,10,8,800,3.919,796.23,10
100,2,10,9,900,3.902,895.03,10
100,2,10,10,1000,3.967,997.72,10
100,2,10,11,1100,4.165,1096.01,10
100,2,10,12,1200,4.199,1193.44,10
100,2,10,13,1300,4.389,1293.17,10
100,2,10,14,1400,4.606,1395.27,10
100,2,10,15,1500,5.111,1492.32,10
100,2,10,16,1600,5.489,1591.09,10
100,2,10,17,1700,9.187,1693.64,10
100,2,10,18,1800,379.787,1754.23,10
100,2,10,19,1900,1125.537,1720.18,10
100,2,10,20,2000,1916.203,1802.06,10
100,2,10,21,2100,3262.736,1669.24,10
100,2,10,22,2200,3446.343,1806.08,10
100,2,10,23,2300,4026.008,1819.60,10
100,2,10,24,2400,5146.046,1765.48,10
100,1,7,1,100,3.644,100.00,10
100,1,7,2,200,3.530,199.74,10
100,1,7,3,300,3.455,298.59,10
100,1,7,4,400,3.358,397.22,10
100,1,7,5,500,3.428,499.36,10
100,1,7,6,600,3.488,596.28,10
100,1,7,7,700,3.637,692.28,10
100,1,7,8,800,3.743,796.21,10
100,1,7,9,900,4.013,895.05,10
100,1,7,10,1000,4.287,997.72,10
100,1,7,11,1100,4.557,1095.92,10
100,1,7,12,1200,5.452,1193.35,10
100,1,7,13,1300,9.586,1292.96,10
100,1,7,14,1400,998.380,1323.34,10
100,1,7,15,1500,2046.215,1345.87,10
100,1,7,16,1600,3245.826,1328.12,10
100,1,7,17,1700,4017.959,1292.12,10
100,1,7,18,1800,4843.235,1284.37,10
100,1,7,19,1900,5801.024,1338.00,10
100,1,8,1,100,3.445,100.00,10
100,1,8,2,200,3.567,199.71,10
100,1,8,3,300,3.366,298.58,10
100,1,8,4,400,3.493,397.25,10
100,1,8,5,500,3.534,499.37,10
100,1,8,6,600,3.446,596.31,10
100,1,8,7,700,3.557,692.27,10
100,1,8,8,800,3.811,796.23,10
100,1,8,9,900,3.957,895.05,10
100,1,8,10,1000,4.332,997.73,10
100,1,8,11,1100,4.898,1096.01,10
100,1,8,12,1200,6.252,1193.43,10
100,1,8,13,1300,13.958,1292.12,10
100,1,8,14,1400,1114.471,1312.96,10
100,1,8,15,1500,2126.760,1333.29,10
100,1,8,16,1600,3540.792,1306.50,10
100,1,8,17,1700,4226.577,1329.77,10
100,1,8,18,1800,5085.393,1334.01,10
100,1,8,19,1900,6235.308,1300.94,10
100,1,9,1,100,3.506,99.99,10
100,1,9,2,200,3.498,199.75,10
100,1,9,3,300,3.407,298.59,10
100,1,9,4,400,3.427,397.20,10
100,1,9,5,500,3.512,499.37,10
100,1,9,6,600,3.448,596.29,10
100,1,9,7,700,3.653,692.25,10
100,1,9,8,800,3.650,796.20,10
100,1,9,9,900,3.935,895.03,10
100,1,9,10,1000,4.408,997.77,10
100,1,9,11,1100,4.594,1095.97,10
100,1,9,12,1200,5.616,1193.35,10
100,1,9,13,1300,14.463,1292.95,10
100,1,9,14,1400,671.108,1346.62,10
100,1,9,15,1500,2032.139,1333.44,10
100,1,9,16,1600,3700.281,1298.68,10
100,1,9,17,1700,4494.344,1309.51,10
100,1,9,18,1800,5275.019,1322.57,10
100,1,9,19,1900,6020.367,1303.02,10
100,1,10,1,100,4.030,100.00,10
100,1,10,2,200,3.546,199.71,10
100,1,10,3,300,3.523,298.60,10
100,1,10,4,400,3.448,397.19,10
100,1,10,5,500,3.429,499.36,10
100,1,10,6,600,3.436,596.29,10
100,1,10,7,700,3.586,692.27,10
100,1,10,8,800,3.782,796.21,10
100,1,10,9,900,4.062,894.98,10
100,1,10,10,1000,4.449,997.73,10
100,1,10,11,1100,5.042,1095.80,10
100,1,10,12,1200,5.829,1193.41,10
100,1,10,13,1300,22.709,1291.82,10
100,1,10,14,1400,836.054,1330.71,10
100,1,10,15,1500,2269.210,1320.99,10
100,1,10,16,1600,3158.478,1336.99,10
100,1,10,17,1700,4344.656,1327.81,10
100,1,10,18,1800,5261.519,1310.22,10
100,1,10,19,1900,6061.681,1313.13,10
