perc,nbn,sample,conn,load,meanLat,reqPerSec
40,12,2,1,1,22.146,1.06
40,12,2,1,21,17.485,22.49
40,12,2,1,41,15.698,42.29
40,12,2,1,61,22.559,61.38
40,12,2,1,81,32.927,81.55
40,12,2,1,101,48.791,100.22
40,12,2,1,121,1304.661,111.73
40,12,2,1,141,6877.357,94.83
40,12,2,1,161,14148.002,60.06
40,12,2,1,181,15487.858,42.27
40,12,2,1,201,17069.382,27.39
40,12,2,1,221,17355.864,29.22
40,12,2,1,241,17811.711,26.53
40,12,2,1,261,19094.523,21.26
40,12,2,1,281,18228.265,22.96
40,12,2,1,301,18549.340,18.80
40,12,3,1,1,15.105,1.06
40,12,3,1,21,27.303,22.48
40,12,3,1,41,40.927,41.95
40,12,3,1,61,115.507,61.15
40,12,3,1,81,3012.016,70.09
40,12,3,1,101,786.558,98.94
40,12,3,1,121,4142.561,92.63
40,12,3,1,141,10246.909,71.15
40,12,3,1,161,14905.311,42.72
40,12,3,1,181,16302.802,42.82
40,12,3,1,201,17210.417,30.30
40,12,3,1,221,18161.718,23.16
40,12,3,1,241,18942.123,22.47
40,12,3,1,261,18822.060,19.26
40,12,3,1,281,19202.857,16.70
40,12,3,1,301,19139.279,16.36
40,12,4,1,1,24.131,1.06
40,12,4,1,21,17.391,22.46
40,12,4,1,41,19.093,42.28
40,12,4,1,61,18.077,61.40
40,12,4,1,81,68.102,81.30
40,12,4,1,101,67.673,99.91
40,12,4,1,121,1339.142,109.83
40,12,4,1,141,5441.678,101.92
40,12,4,1,161,13015.737,73.41
40,12,4,1,181,14085.843,49.10
40,12,4,1,201,16283.059,44.46
40,12,4,1,221,17077.082,37.83
40,12,4,1,241,17470.145,29.85
40,12,4,1,261,18368.363,25.06
40,12,4,1,281,17961.332,23.26
40,12,4,1,301,19249.796,17.98
40,12,5,1,1,17.061,1.06
40,12,5,1,21,20.651,22.49
40,12,5,1,41,35.773,42.05
40,12,5,1,61,57.829,61.39
40,12,5,1,81,60.360,80.56
40,12,5,1,101,449.157,99.17
40,12,5,1,121,575.735,119.56
40,12,5,1,141,2747.423,123.96
40,12,5,1,161,7185.202,107.26
40,12,5,1,181,15282.618,44.76
40,12,5,1,201,15823.791,41.96
40,12,5,1,221,17055.097,42.22
40,12,5,1,241,17454.078,28.12
40,12,5,1,261,18782.372,22.40
40,12,5,1,281,19248.659,20.49
40,12,5,1,301,18755.727,20.00
45,1,1,1,1,20.089,1.06
45,1,1,1,21,15.979,22.49
45,1,1,1,41,16.829,42.29
45,1,1,1,61,27.639,61.41
45,1,1,1,81,459.055,81.00
45,1,1,1,101,5349.911,74.87
45,1,1,1,121,8715.297,72.99
45,1,1,1,141,12782.454,60.70
45,1,1,1,161,14291.303,48.40
45,1,1,1,181,16948.082,37.05
45,1,1,1,201,16588.160,34.59
45,1,1,1,221,17987.552,27.72
45,1,1,1,241,17708.445,26.10
45,1,1,1,261,19128.534,24.53
45,1,1,1,281,18614.729,21.36
45,1,1,1,301,18425.038,19.56
45,1,2,1,1,19.406,1.07
45,1,2,1,21,15.725,22.50
45,1,2,1,41,16.842,42.28
45,1,2,1,61,29.836,61.35
45,1,2,1,81,530.587,78.56
45,1,2,1,101,3219.341,82.73
45,1,2,1,121,5306.009,95.97
45,1,2,1,141,9182.749,73.99
45,1,2,1,161,14942.669,44.93
45,1,2,1,181,15765.887,41.50
45,1,2,1,201,17086.081,34.86
45,1,2,1,221,17852.906,27.26
45,1,2,1,241,18074.664,28.92
45,1,2,1,261,18453.261,23.66
45,1,2,1,281,18841.219,19.43
45,1,2,1,301,18911.698,18.60
45,1,3,1,1,21.444,1.06
45,1,3,1,21,17.568,22.49
45,1,3,1,41,15.896,42.28
45,1,3,1,61,28.283,61.41
45,1,3,1,81,2674.455,71.00
45,1,3,1,101,5909.644,73.50
45,1,3,1,121,10015.162,65.85
45,1,3,1,141,12732.152,63.91
45,1,3,1,161,13881.654,52.95
45,1,3,1,181,15357.071,43.46
45,1,3,1,201,16968.198,32.36
45,1,3,1,221,18756.931,26.52
45,1,3,1,241,17565.899,26.46
45,1,3,1,261,18341.411,20.12
45,1,3,1,281,19429.585,17.86
45,1,3,1,301,19031.005,17.03
45,1,4,1,1,18.014,1.07
45,1,4,1,21,17.352,22.50
45,1,4,1,41,17.173,42.26
45,1,4,1,61,21.523,61.38
45,1,4,1,81,64.991,80.18
45,1,4,1,101,4727.185,81.21
45,1,4,1,121,7564.609,79.96
45,1,4,1,141,12521.060,64.03
45,1,4,1,161,14721.498,54.39
45,1,4,1,181,14825.501,50.82
45,1,4,1,201,16823.860,32.63
45,1,4,1,221,17394.934,34.48
45,1,4,1,241,18166.176,25.36
45,1,4,1,261,18260.871,20.79
45,1,4,1,281,18839.503,20.48
45,1,4,1,301,18548.787,19.97
45,1,5,1,1,19.616,1.07
45,1,5,1,21,17.782,22.49
45,1,5,1,41,26.378,42.27
45,1,5,1,61,30.797,61.40
45,1,5,1,81,659.123,80.37
45,1,5,1,101,798.248,98.39
45,1,5,1,121,7448.936,75.42
45,1,5,1,141,14255.858,60.53
45,1,5,1,161,13850.344,46.25
45,1,5,1,181,16927.933,38.74
45,1,5,1,201,17197.982,32.86
45,1,5,1,221,18170.167,27.88
45,1,5,1,241,18432.757,22.04
45,1,5,1,261,18492.571,20.36
45,1,5,1,281,19242.356,17.13
45,1,5,1,301,19140.366,16.20
45,12,1,1,1,23.284,1.06
45,12,1,1,21,16.994,22.46
45,12,1,1,41,16.083,42.28
45,12,1,1,61,16.683,61.41
45,12,1,1,81,18.236,81.58
45,12,1,1,101,20.539,100.83
45,12,1,1,121,109.055,120.59
45,12,1,1,141,2177.990,129.02
45,12,1,1,161,5469.695,125.64
45,12,1,1,181,6515.857,138.46
45,12,1,1,201,11172.596,98.62
45,12,1,1,221,12881.928,72.81
45,12,1,1,241,15807.310,52.86
45,12,1,1,261,16932.642,41.18
45,12,1,1,281,17863.194,34.83
45,12,1,1,301,18143.418,32.44
45,12,2,1,1,20.628,1.07
45,12,2,1,21,17.941,22.50
45,12,2,1,41,18.990,42.29
45,12,2,1,61,20.190,61.40
45,12,2,1,81,21.892,81.47
45,12,2,1,101,18.209,100.83
45,12,2,1,121,16.441,120.59
45,12,2,1,141,69.829,140.42
45,12,2,1,161,1768.196,144.01
45,12,2,1,181,6304.382,114.84
45,12,2,1,201,14872.920,62.46
45,12,2,1,221,14649.318,69.79
45,12,2,1,241,15867.041,45.63
45,12,2,1,261,16896.051,43.69
45,12,2,1,281,17720.003,35.66
45,12,2,1,301,17434.274,34.53
45,12,3,1,1,21.444,1.07
45,12,3,1,21,15.456,22.50
45,12,3,1,41,15.757,42.19
45,12,3,1,61,17.390,61.42
45,12,3,1,81,19.252,81.55
45,12,3,1,101,27.673,100.10
45,12,3,1,121,247.984,116.97
45,12,3,1,141,501.338,136.44
45,12,3,1,161,5417.559,120.10
45,12,3,1,181,13357.095,79.13
45,12,3,1,201,12358.161,70.07
45,12,3,1,221,15754.260,69.03
45,12,3,1,241,15124.700,58.73
45,12,3,1,261,16945.592,44.25
45,12,3,1,281,18143.559,39.76
45,12,3,1,301,17646.831,35.00
45,12,4,1,1,22.069,1.06
45,12,4,1,21,9.006,22.49
45,12,4,1,41,11.835,42.28
45,12,4,1,61,8.794,61.42
45,12,4,1,81,7.774,81.57
45,12,4,1,101,10.594,100.83
45,12,4,1,121,40.945,119.72
45,12,4,1,141,1314.746,134.96
45,12,4,1,161,1690.731,145.37
45,12,4,1,181,4159.681,148.63
45,12,4,1,201,7248.954,139.20
45,12,4,1,221,13026.900,101.82
45,12,4,1,241,12787.684,86.43
45,12,4,1,261,14257.999,78.42
45,12,4,1,281,16262.932,55.26
45,12,4,1,301,15758.704,56.12
45,12,5,1,1,22.136,1.07
45,12,5,1,21,17.101,22.49
45,12,5,1,41,17.570,42.29
45,12,5,1,61,16.898,61.42
45,12,5,1,81,18.117,81.58
45,12,5,1,101,18.860,100.63
45,12,5,1,121,92.943,119.65
45,12,5,1,141,747.173,130.15
45,12,5,1,161,5901.911,120.74
45,12,5,1,181,9989.631,105.00
45,12,5,1,201,14717.758,57.99
45,12,5,1,221,15056.406,67.30
45,12,5,1,241,16680.030,42.54
45,12,5,1,261,16431.453,43.93
45,12,5,1,281,18273.249,33.59
45,12,5,1,301,18809.877,28.56
50,1,1,1,1,11.632,1.06
50,1,1,1,21,9.872,22.46
50,1,1,1,41,6.522,42.29
50,1,1,1,61,10.445,61.39
50,1,1,1,81,11.960,81.55
50,1,1,1,101,18.617,100.83
50,1,1,1,121,122.410,120.56
50,1,1,1,141,2310.053,124.96
50,1,1,1,161,5879.608,114.73
50,1,1,1,181,12721.391,83.49
50,1,1,1,201,14188.873,62.26
50,1,1,1,221,15705.957,57.73
50,1,1,1,241,16583.440,44.62
50,1,1,1,261,16715.757,44.16
50,1,1,1,281,17661.642,33.59
50,1,1,1,301,18831.453,27.26
50,1,2,1,1,6.454,1.07
50,1,2,1,21,5.468,22.47
50,1,2,1,41,8.087,42.28
50,1,2,1,61,9.346,61.40
50,1,2,1,81,18.279,81.54
50,1,2,1,101,304.493,100.83
50,1,2,1,121,582.447,117.53
50,1,2,1,141,1451.468,130.46
50,1,2,1,161,5154.439,122.63
50,1,2,1,181,9365.143,107.45
50,1,2,1,201,14481.366,56.19
50,1,2,1,221,14881.559,61.53
50,1,2,1,241,16766.226,42.59
50,1,2,1,261,17420.813,40.68
50,1,2,1,281,17870.355,34.43
50,1,2,1,301,18195.075,25.80
50,1,3,1,1,20.153,1.07
50,1,3,1,21,6.528,22.50
50,1,3,1,41,5.995,42.27
50,1,3,1,61,7.632,61.42
50,1,3,1,81,12.056,81.57
50,1,3,1,101,66.460,100.83
50,1,3,1,121,531.855,116.18
50,1,3,1,141,3394.206,116.26
50,1,3,1,161,6477.215,113.06
50,1,3,1,181,11449.431,92.12
50,1,3,1,201,13984.590,61.26
50,1,3,1,221,15155.810,60.78
50,1,3,1,241,16238.609,42.33
50,1,3,1,261,17320.395,42.32
50,1,3,1,281,18173.845,34.54
50,1,3,1,301,18586.790,25.85
50,1,4,1,1,11.438,1.07
50,1,4,1,21,10.137,22.50
50,1,4,1,41,9.633,42.28
50,1,4,1,61,6.475,61.42
50,1,4,1,81,16.871,81.50
50,1,4,1,101,22.276,100.83
50,1,4,1,121,1034.908,110.79
50,1,4,1,141,5515.072,106.56
50,1,4,1,161,9027.928,94.50
50,1,4,1,181,13546.461,71.79
50,1,4,1,201,14457.487,62.62
50,1,4,1,221,17945.034,42.79
50,1,4,1,241,16793.185,45.83
50,1,4,1,261,17807.527,37.50
50,1,4,1,281,17826.937,35.86
50,1,4,1,301,18033.454,33.96
50,1,5,1,1,13.870,1.06
50,1,5,1,21,10.141,22.50
50,1,5,1,41,8.345,42.28
50,1,5,1,61,13.280,61.40
50,1,5,1,81,9.746,81.57
50,1,5,1,101,54.215,100.82
50,1,5,1,121,2309.057,106.12
50,1,5,1,141,5428.183,106.39
50,1,5,1,161,9623.738,96.80
50,1,5,1,181,14011.915,61.43
50,1,5,1,201,14392.380,61.24
50,1,5,1,221,15561.916,46.90
50,1,5,1,241,16707.543,42.79
50,1,5,1,261,18036.187,34.13
50,1,5,1,281,17361.928,32.50
50,1,5,1,301,18659.566,26.03
50,12,1,1,1,19.021,1.06
50,12,1,1,21,10.643,22.50
50,12,1,1,41,12.363,42.28
50,12,1,1,61,9.418,61.42
50,12,1,1,81,12.479,81.55
50,12,1,1,101,12.528,100.83
50,12,1,1,121,16.482,120.64
50,12,1,1,141,30.548,140.60
50,12,1,1,161,84.737,160.63
50,12,1,1,181,3337.827,152.19
50,12,1,1,201,6108.892,145.63
50,12,1,1,221,10331.907,128.38
50,12,1,1,241,13574.395,90.44
50,12,1,1,261,13337.551,88.10
50,12,1,1,281,15907.282,57.16
50,12,1,1,301,16273.331,57.86
50,12,2,1,1,13.818,1.07
50,12,2,1,21,15.676,22.50
50,12,2,1,41,11.172,42.28
50,12,2,1,61,11.656,61.38
50,12,2,1,81,13.808,81.56
50,12,2,1,101,21.404,100.83
50,12,2,1,121,118.579,120.59
50,12,2,1,141,218.828,140.57
50,12,2,1,161,150.700,155.55
50,12,2,1,181,1720.539,166.28
50,12,2,1,201,3209.592,173.80
50,12,2,1,221,6309.414,163.08
50,12,2,1,241,11062.338,129.84
50,12,2,1,261,13368.740,90.25
50,12,2,1,281,14478.053,81.86
50,12,2,1,301,16219.057,59.40
50,12,3,1,1,15.038,1.07
50,12,3,1,21,8.081,22.48
50,12,3,1,41,10.860,42.28
50,12,3,1,61,13.450,61.41
50,12,3,1,81,9.301,81.57
50,12,3,1,101,18.333,100.83
50,12,3,1,121,35.542,119.88
50,12,3,1,141,119.014,140.58
50,12,3,1,161,19.428,160.69
50,12,3,1,181,31.824,180.20
50,12,3,1,201,2082.309,182.54
50,12,3,1,221,4412.579,178.53
50,12,3,1,241,7113.122,166.78
50,12,3,1,261,13984.901,103.40
50,12,3,1,281,13888.318,88.04
50,12,3,1,301,16148.663,67.09
50,12,4,1,1,8.885,1.06
50,12,4,1,21,17.052,22.46
50,12,4,1,41,15.621,42.28
50,12,4,1,61,17.818,61.37
50,12,4,1,81,15.368,81.57
50,12,4,1,101,11.875,100.83
50,12,4,1,121,14.426,120.65
50,12,4,1,141,13.345,140.60
50,12,4,1,161,61.195,160.74
50,12,4,1,181,43.812,179.89
50,12,4,1,201,1851.038,184.15
50,12,4,1,221,6188.962,155.86
50,12,4,1,241,13066.872,106.71
50,12,4,1,261,14490.351,74.19
50,12,4,1,281,16605.406,67.23
50,12,4,1,301,16611.462,53.35
50,12,5,1,1,16.230,1.06
50,12,5,1,21,17.078,22.49
50,12,5,1,41,17.562,42.29
50,12,5,1,61,15.656,61.39
50,12,5,1,81,16.460,81.57
50,12,5,1,101,13.563,100.76
50,12,5,1,121,84.574,120.65
50,12,5,1,141,135.795,140.52
50,12,5,1,161,2202.647,148.47
50,12,5,1,181,3139.097,147.15
50,12,5,1,201,8013.920,133.17
50,12,5,1,221,10782.862,130.44
50,12,5,1,241,12938.670,109.80
50,12,5,1,261,13938.990,87.26
50,12,5,1,281,15165.212,80.94
50,12,5,1,301,16014.141,61.56
100,1,1,1,1,22.305,1.07
100,1,1,1,21,13.487,22.49
100,1,1,1,41,10.936,42.29
100,1,1,1,61,10.445,61.40
100,1,1,1,81,8.745,81.49
100,1,1,1,101,8.439,100.83
100,1,1,1,121,8.714,120.64
100,1,1,1,141,9.212,140.58
100,1,1,1,161,9.457,160.75
100,1,1,1,181,11.017,180.56
100,1,1,1,201,13.792,200.72
100,1,1,1,221,14.567,219.55
100,1,1,1,241,21.077,239.80
100,1,1,1,261,32.909,259.54
100,1,1,1,281,157.638,278.08
100,1,1,1,301,1601.133,274.90
100,1,2,1,1,20.618,1.06
100,1,2,1,21,13.593,22.49
100,1,2,1,41,9.414,42.28
100,1,2,1,61,10.634,61.40
100,1,2,1,81,8.592,81.56
100,1,2,1,101,9.349,100.83
100,1,2,1,121,8.612,120.63
100,1,2,1,141,9.531,140.59
100,1,2,1,161,10.265,160.71
100,1,2,1,181,12.127,180.56
100,1,2,1,201,13.261,200.73
100,1,2,1,221,16.487,219.58
100,1,2,1,241,26.366,239.82
100,1,2,1,261,44.648,259.55
100,1,2,1,281,718.534,269.37
100,1,2,1,301,1862.659,273.54
100,1,3,1,1,17.011,1.06
100,1,3,1,21,13.292,22.49
100,1,3,1,41,11.195,42.28
100,1,3,1,61,9.083,61.39
100,1,3,1,81,8.488,81.57
100,1,3,1,101,8.965,100.83
100,1,3,1,121,8.897,120.64
100,1,3,1,141,10.057,140.59
100,1,3,1,161,9.555,160.72
100,1,3,1,181,11.962,180.56
100,1,3,1,201,13.986,200.69
100,1,3,1,221,16.741,219.55
100,1,3,1,241,26.569,239.84
100,1,3,1,261,41.085,259.51
100,1,3,1,281,1247.429,265.90
100,1,3,1,301,2192.682,268.52
100,1,4,1,1,21.204,1.06
100,1,4,1,21,13.236,22.50
100,1,4,1,41,10.600,42.29
100,1,4,1,61,9.970,61.41
100,1,4,1,81,8.551,81.56
100,1,4,1,101,8.929,100.79
100,1,4,1,121,8.411,120.55
100,1,4,1,141,9.041,140.60
100,1,4,1,161,9.751,160.74
100,1,4,1,181,10.724,180.55
100,1,4,1,201,14.341,200.74
100,1,4,1,221,18.568,219.55
100,1,4,1,241,21.241,239.88
100,1,4,1,261,41.832,259.64
100,1,4,1,281,1046.661,267.23
100,1,4,1,301,2217.337,267.80
100,1,5,1,1,18.098,1.07
100,1,5,1,21,14.232,22.50
100,1,5,1,41,11.488,42.29
100,1,5,1,61,9.774,61.42
100,1,5,1,81,9.279,81.49
100,1,5,1,101,8.689,100.82
100,1,5,1,121,9.345,120.65
100,1,5,1,141,9.622,140.59
100,1,5,1,161,10.215,160.72
100,1,5,1,181,12.417,180.53
100,1,5,1,201,13.761,200.72
100,1,5,1,221,17.996,219.56
100,1,5,1,241,24.678,239.85
100,1,5,1,261,41.101,259.55
100,1,5,1,281,654.760,271.46
100,1,5,1,301,1864.311,271.79
100,12,1,1,1,20.375,1.07
100,12,1,1,21,15.028,22.49
100,12,1,1,41,12.594,42.29
100,12,1,1,61,11.659,61.41
100,12,1,1,81,11.524,81.55
100,12,1,1,101,10.621,100.83
100,12,1,1,121,10.133,120.63
100,12,1,1,141,11.796,140.53
100,12,1,1,161,10.019,160.73
100,12,1,1,181,10.940,180.54
100,12,1,1,201,14.282,200.65
100,12,1,1,221,15.782,219.55
100,12,1,1,241,25.557,239.86
100,12,1,1,261,36.888,259.47
100,12,1,1,281,796.170,269.59
100,12,1,1,301,2139.599,266.63
100,12,2,1,1,21.440,1.06
100,12,2,1,21,15.189,22.50
100,12,2,1,41,12.509,42.29
100,12,2,1,61,11.095,61.41
100,12,2,1,81,11.317,81.55
100,12,2,1,101,10.634,100.76
100,12,2,1,121,9.336,120.66
100,12,2,1,141,11.767,140.45
100,12,2,1,161,10.836,160.73
100,12,2,1,181,13.197,180.56
100,12,2,1,201,13.538,200.72
100,12,2,1,221,16.724,219.57
100,12,2,1,241,24.023,239.87
100,12,2,1,261,47.776,259.41
100,12,2,1,281,544.597,271.59
100,12,2,1,301,1910.373,274.91
100,12,3,1,1,21.772,1.06
100,12,3,1,21,15.373,22.50
100,12,3,1,41,13.995,42.29
100,12,3,1,61,12.459,61.41
100,12,3,1,81,11.204,81.55
100,12,3,1,101,10.441,100.79
100,12,3,1,121,9.938,120.64
100,12,3,1,141,10.437,140.57
100,12,3,1,161,10.824,160.73
100,12,3,1,181,11.275,180.52
100,12,3,1,201,14.480,200.72
100,12,3,1,221,15.004,219.57
100,12,3,1,241,23.570,239.89
100,12,3,1,261,44.785,259.51
100,12,3,1,281,717.712,269.17
100,12,3,1,301,2040.417,270.10
100,12,4,1,1,22.444,1.07
100,12,4,1,21,15.182,22.48
100,12,4,1,41,12.474,42.26
100,12,4,1,61,12.197,61.37
100,12,4,1,81,10.779,81.57
100,12,4,1,101,11.467,100.83
100,12,4,1,121,10.538,120.65
100,12,4,1,141,10.375,140.42
100,12,4,1,161,12.532,160.71
100,12,4,1,181,11.970,180.49
100,12,4,1,201,14.138,200.72
100,12,4,1,221,17.290,219.55
100,12,4,1,241,30.342,239.92
100,12,4,1,261,45.562,259.26
100,12,4,1,281,1051.103,267.60
100,12,4,1,301,1797.519,276.39
100,12,5,1,1,20.778,1.06
100,12,5,1,21,16.001,22.50
100,12,5,1,41,12.676,42.28
100,12,5,1,61,12.691,61.42
100,12,5,1,81,10.910,81.45
100,12,5,1,101,10.277,100.83
100,12,5,1,121,11.046,120.65
100,12,5,1,141,11.185,140.60
100,12,5,1,161,10.237,160.65
100,12,5,1,181,12.346,180.55
100,12,5,1,201,13.786,200.73
100,12,5,1,221,17.786,219.54
100,12,5,1,241,31.252,239.83
100,12,5,1,261,40.322,259.02
100,12,5,1,281,839.839,270.45
100,12,5,1,301,1943.440,271.62
